报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,443.404,48.9408,9.06,1.6259,68.18,-7.08%,7.88亿,-22.05%,7.79,170.57亿,123.41亿,15.70%,514.58亿,7.48亿
2025,380.759,48.9408,7.78,1.3584,280.29,-5.37%,40.13亿,1.75%,7.62,159.66亿,115.77亿,17.99%,503.48亿,10.56亿
2024,441.447,48.9409,9.02,1.4904,296.19,1.64%,39.44亿,14.04%,7.27,139.56亿,100.92亿,16.15%,459.25亿,11.87亿
2023,285.339,48.9433,5.83,0.9791,291.42,3.36%,34.59亿,219.52%,6.85,118.29亿,83.59亿,14.31%,413.03亿,9.97亿
2022,238.598,49.0943,4.86,0.8463,281.93,9.26%,10.82亿,-29.53%,6.29,108.54亿,58.51亿,3.72%,381.61亿,14.80亿
2021,310.441,49.1204,6.32,1.2031,258.04,28.43%,15.36亿,-35.80%,6.28,93.20亿,58.01亿,7.02%,384.28亿,11.63亿
2020,209.744,49.1204,4.27,1.0642,197.09,-49.26%,23.93亿,4.64%,6.28,87.68亿,60.55亿,15.42%,389.35亿,6.20亿
2019,224.971,49.1204,4.58,0.5792,388.41,7.23%,22.86亿,25.22%,6.03,101.52亿,50.92亿,7.28%,378.65亿,9.35亿
2018,169.336,45.5204,3.72,0.4675,362.21,11.78%,18.26亿,5.08%,5.70,73.83亿,46.39亿,6.54%,342.80亿,9.54亿
2017,,,4.3,,324.04,16.73%,17.38亿,-29.39%,5.59,67.01亿,42.52亿,6.74%,334.36亿,12.51亿
2016,,,4.16,,277.59,-3.11%,24.61亿,15.46%,5.56,77.22亿,42.92亿,11.21%,328.58亿,7.59亿
2015,,,5.17,,286.49,12.03%,21.31亿,1.29%,5.25,68.68亿,38.95亿,9.16%,308.78亿,5.60亿
2014,,,4.33,,255.73,-1.31%,21.04亿,-14.06%,5.10,66.53亿,38.36亿,10.69%,299.19亿,5.65亿
2013,,,2.91,,257.45,6.75%,24.49亿,57.32%,4.64,61.95亿,36.24亿,12.85%,275.51亿,5.73亿
2012,,,2.75,,241.18,5.61%,15.56亿,9.47%,4.10,57.35亿,27.89亿,9.12%,255.18亿,6.28亿
2011,,,2.79,,228.37,19.78%,14.22亿,3.66%,3.94,48.42亿,23.83亿,8.50%,245.65亿,9.16亿
2010,,,3.05,,190.67,23.85%,13.72亿,-14.31%,5.62,76.17亿,26.03亿,10.11%,235.72亿,6.06亿
