报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,103.26,2.1739,47.5,0.800457,-81.66%,1339.38万,-79.03%,26.6,129.0013,791.6667,1.7857,PE；PB,6.53亿,21.48亿,14.77%,60.22亿,13.56亿,0.16,40%: 最新年度营业收入下滑；最新年度净利润同比下降,许世俊
2026-03-31,103.26,2.1739,47.5,0.800457,-81.66%,1339.38万,-79.03%,26.6,32.2503,791.6667,1.7857,PE；PB,6.53亿,21.48亿,14.77%,60.22亿,13.56亿,0.16,,许世俊
2025,175.934,2.1739,80.93,46.41,242.66%,3.47亿,424.74%,26.49,3.7909,50.5813,3.0551,PE；PB,7.32亿,21.35亿,7.48%,59.99亿,11.08亿,0.09,,许世俊
2024,115.738,2.1739,53.24,13.55,-19.63%,6611.20万,175.08%,24.87,8.5415,177.4667,2.1407,PE；PB,9.23亿,18.08亿,4.70%,56.46亿,20.53亿,,,许世俊
2023,128.412,2.1739,59.07,16.85,3.22%,-8805.12万,-143.00%,24.59,7.6209,,2.4022,PE；PB,9.85亿,17.41亿,-5.13%,55.88亿,8.67亿,0.1,,许世俊
2022,189.39,2.1739,87.12,16.33,-70.09%,2.05亿,-81.60%,24.88,11.5977,92.6809,3.5016,PE；PB,15.57亿,18.51亿,12.98%,56.52亿,6.36亿,0.9,,许世俊
2021,263.629,2.1739,121.27,54.58,38.93%,11.13亿,80.85%,24.53,4.8301,18.2636,4.9437,PE；PB,35.35亿,18.40亿,21.55%,55.86亿,2.60亿,,,许世俊
2020,,,,39.29,171.28%,6.15亿,256.32%,6.73,,,,PE；PB,3.38亿,7.94亿,17.27%,12.68亿,15.81亿,,,许世俊
2019,,,,14.48,66.35%,1.73亿,387.16%,2.95,,,,PE；PB,3.77亿,2.12亿,14.46%,5.89亿,5.64亿,,,许世俊
2018,,,,8.71,1.94%,3545.46万,17.88%,1.51,,,,PE；PB,1.21亿,4722.99万,5.85%,2.96亿,2.55亿,,,许世俊
2017,,,,8.54,False,3007.62万,False,1.46,,,,PE；PB,2293.33万,1894.30万,4.86%,2.45亿,1.65亿,,,许世俊
