报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,35.03,1.3169,26.6,2.9289,8.97,-15.00%,-1679.41万,-345.82%,8.53,3.77亿,2.79亿,-1.50%,11.34亿,5391.90万
2024,13.788,1.3169,10.47,0.8618,16.0,7.35%,2174.81万,-31.45%,8.69,3.72亿,3.03亿,1.62%,11.52亿,7396.16万
2023,16.685,1.3169,12.67,1.119,14.91,16.78%,3172.76万,-30.32%,8.60,4.07亿,2.93亿,1.80%,11.35亿,6419.31万
2022,13.959,1.3169,10.6,1.0931,12.77,32.67%,4553.61万,-9.16%,8.43,4.54亿,2.80亿,3.29%,11.17亿,6540.73万
2021,16.382,1.3169,12.44,1.7029,9.62,12.75%,5012.76万,-44.56%,8.19,3.65亿,2.53亿,4.85%,10.88亿,6893.66万
2020,19.174,1.3169,14.56,2.2478,8.53,10.30%,9042.16万,4.46%,8.07,6.86亿,2.35亿,10.17%,10.77亿,3959.49万
2019,,,,,7.74,29.67%,8656.10万,51.61%,6.45,3.48亿,1.52亿,10.91%,6.55亿,1.15亿
2018,,,,,5.97,41.20%,5709.33万,240.65%,4.98,1.47亿,7465.51万,9.09%,4.84亿,1.06亿
2017,,,,,4.23,34.43%,1675.99万,-46.39%,4.36,1.52亿,2349.92万,3.94%,4.24亿,9025.95万
2016,,,,,3.14,-2.50%,3126.52万,72.68%,4.19,2.06亿,5064.50万,9.97%,3.74亿,1.01亿
2015,,,,,3.22,117.40%,1810.55万,173.65%,2.22,1.14亿,2237.85万,10.45%,1.73亿,1172.98万
2014,,,,,1.48,8.83%,661.62万,179.88%,1.09,614.13万,381.00万,4.46%,5480.51万,354.20万
2013,,,,,1.36,False,236.39万,False,0.96,4365.73万,-230.28万,1.73%,4818.89万,1588.19万
