报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,6919.613,244.6822,28.28,181.12,6.44%,67.61亿,30.50%,9.31,38.2046,102.3525,3.0376,PB；PE,80.36亿,1115.99亿,38.01%,2398.18亿,8.41亿,0.21000000000000002,,中国长江三峡集团有限公司
2026-03-31,6919.613,244.6822,28.28,181.12,6.44%,67.61亿,30.50%,9.31,9.5511,102.3525,3.0376,PB；PE,80.36亿,1115.99亿,38.01%,2398.18亿,8.41亿,0.21000000000000002,,中国长江三峡集团有限公司
2025,6599.079,244.6822,26.97,862.42,2.07%,345.03亿,6.17%,9.05,7.6518,19.1263,2.9801,PB；PE,45.86亿,1048.38亿,40.52%,2333.61亿,8.37亿,0.9430000000000001,,中国长江三峡集团有限公司
2024,6946.528,244.6822,28.39,844.92,8.12%,324.96亿,19.28%,8.59,8.2215,21.3764,3.305,PB；PE,65.73亿,938.12亿,38.97%,2220.84亿,6.42亿,0.82,,中国长江三峡集团有限公司
2023,4966.822,227.4186,21.84,781.44,13.43%,272.45亿,14.83%,8.23,6.356,19.6138,2.6537,PB；PE,78.24亿,864.05亿,35.79%,2125.41亿,5.87亿,0.8533,,中国长江三峡集团有限公司
2022,4305.034,227.4186,18.93,688.63,-6.44%,237.26亿,-9.69%,8.16,6.2516,19.5215,2.3199,PB；PE,93.02亿,795.41亿,41.58%,1957.54亿,4.53亿,0.8153,,中国长江三峡集团有限公司
2021,4500.614,227.4186,19.79,556.46,-3.70%,262.73亿,-0.09%,7.96,8.0879,17.1297,2.4862,PB；PE,99.30亿,767.68亿,47.60%,1902.88亿,4.70亿,0.7,,中国长江三峡集团有限公司
2020,3548.6,220.0,16.13,577.83,15.86%,262.98亿,22.07%,7.57,6.1413,13.6084,2.1308,PB；PE,92.31亿,678.15亿,45.87%,1783.22亿,2.82亿,0.6799999999999999,,中国长江三峡集团有限公司
2019,3282.4,220.0,14.92,498.74,-2.62%,215.43亿,-4.72%,6.8,6.5814,15.2369,2.1941,PB；PE,73.23亿,564.74亿,43.24%,1500.16亿,2.22亿,0.6799999999999999,,中国长江三峡集团有限公司
2018,2730.2,220.0,12.41,512.14,2.13%,226.11亿,1.57%,6.46,5.331,12.0743,1.9211,PB；PE,53.37亿,484.00亿,44.21%,1426.85亿,2.19亿,0.6799999999999999,,中国长江三峡集团有限公司
2017,,,11.71,501.46,2.47%,222.61亿,7.12%,6.14,,11.5723,1.9072,PB；PE,52.01亿,432.89亿,44.42%,1355.19亿,2.57亿,0.725,,中国长江三峡集团有限公司
2016,,,9.06,489.39,3.17%,207.81亿,13.97%,5.83,,9.5914,1.554,PB；PE,33.79亿,390.42亿,42.78%,1285.26亿,4.39亿,0.4,,中国长江三峡集团有限公司
2015,,,9.44,474.35,-9.88%,182.35亿,54.14%,5.53,,11.39,1.7071,PB；PE,45.30亿,320.13亿,47.53%,1334.16亿,5.07亿,0.3791,,中国长江三峡集团有限公司
2014,,,7.24,268.98,18.50%,118.30亿,31.54%,5.22,,10.0976,1.387,PB；PE,31.14亿,247.28亿,43.98%,861.36亿,4.28亿,0.28042,,中国长江三峡集团有限公司
2013,,,4.09,226.98,-11.96%,89.93亿,-13.13%,4.74,,7.5046,0.8629,PB；PE,22.64亿,199.31亿,39.97%,781.81亿,4.51亿,0.33157000000000003,,中国长江三峡集团有限公司
2012,,,4.24,257.82,24.55%,103.52亿,34.44%,4.54,,6.758,0.9339,PB；PE,15.50亿,179.25亿,40.15%,748.87亿,4.22亿,0.25461999999999996,,中国长江三峡集团有限公司
2011,,,3.78,207.0,-5.39%,77.00亿,-6.38%,4.14,,8.0994,0.913,PB；PE,37.58亿,138.78亿,37.20%,682.46亿,3.32亿,0.25579,,中国长江三峡集团有限公司
2010,,,4.34,218.8,98.64%,82.25亿,78.14%,4.01,,8.7061,1.0823,PB；PE,19.02亿,115.39亿,37.59%,661.66亿,3.13亿,0.32199,,中国长江三峡集团有限公司
