报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,72.309,3.3276,21.73,3.7977,4.76,9.07%,3141.68万,182.90%,4.06,3.97亿,4.80亿,6.61%,13.80亿,2.43亿
2025,49.315,3.3276,14.82,2.8293,17.43,17.38%,4051.86万,48.50%,3.98,2.59亿,4.49亿,2.39%,13.53亿,2.87亿
2024,17.104,3.3276,5.14,1.1518,14.85,17.96%,2728.43万,30.72%,3.98,2.20亿,4.30亿,2.03%,13.55亿,2.70亿
2023,21.995,3.3276,6.61,1.747,12.59,2.29%,2087.18万,-28.95%,4.14,3.91亿,4.28亿,1.58%,14.07亿,1.80亿
2022,20.739,2.7837,7.45,1.6861,12.3,-1.95%,2937.73万,62.48%,4.98,6.24亿,4.09亿,2.49%,14.00亿,2.01亿
2021,20.075,2.2761,8.82,1.5996,12.55,-21.24%,1808.09万,-93.96%,4.44,2.91亿,3.84亿,1.63%,10.28亿,2.10亿
2020,23.691,1.5177,15.61,1.4938,15.86,52.77%,3.00亿,263.87%,7.21,5.52亿,4.65亿,19.25%,11.07亿,1.81亿
2019,11.786,1.5168,7.77,1.1355,10.38,35.48%,8231.07万,69.32%,5.54,3.38亿,2.37亿,7.84%,8.48亿,1.58亿
2018,8.715,1.5,5.81,1.1377,7.66,3.81%,4861.14万,-46.07%,5.16,2.43亿,1.84亿,5.32%,7.75亿,1.21亿
2017,,,10.13,,7.38,23.18%,9013.00万,0.79%,7.51,1.88亿,1.72亿,12.35%,7.54亿,9015.22万
2016,,,,,5.99,28.96%,8942.01万,39.78%,3.31,1.02亿,1.16亿,14.99%,2.51亿,6864.78万
2015,,,,,4.65,25.75%,6397.33万,51.23%,2.34,3990.93万,5519.47万,13.97%,1.78亿,4739.52万
2014,,,,,3.7,65.88%,4230.15万,98.30%,2.02,1969.16万,5156.62万,11.60%,1.23亿,5347.64万
2013,,,,,2.23,6.77%,2133.16万,32.51%,1.65,990.41万,3333.83万,9.29%,9970.04万,3924.27万
2012,,,,,2.09,False,1609.78万,False,1.69,911.41万,2410.62万,7.15%,6900.62万,3311.81万
