报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,131.459,0.6755,194.61,42.6815,2.31,0.58%,-361.82万,77.50%,19.74,5.70亿,2.81亿,-4.19%,14.51亿,2.76亿
2024,30.019,0.6752,44.46,4.8574,6.18,-10.98%,2058.68万,-49.98%,19.28,6.34亿,2.95亿,2.49%,14.28亿,1.94亿
2023,43.861,0.6752,64.96,6.32,6.94,25.03%,4115.38万,-58.02%,19.20,7.30亿,2.87亿,8.63%,14.35亿,1.77亿
2022,20.931,0.6713,31.18,3.7714,5.55,20.48%,9802.99万,61.09%,19.06,8.30亿,2.76亿,21.69%,13.87亿,1.01亿
2021,23.992,0.6713,35.74,5.2043,4.61,52.90%,6085.55万,-11.60%,18.13,5.29亿,2.02亿,18.36%,13.01亿,7573.42万
2020,31.383,0.6713,46.75,10.4262,3.01,1.06%,6884.48万,-12.06%,17.53,6.47亿,1.64亿,22.85%,11.77亿,4173.73万
2019,,,,,2.98,30.71%,7828.43万,24.71%,4.65,1.68亿,1.25亿,26.26%,2.34亿,4402.47万
2018,,,,,2.28,45.54%,6277.39万,74.84%,3.39,1.47亿,6962.27万,27.53%,1.71亿,2828.51万
2017,,,,,1.57,48.13%,3590.35万,165.69%,2.55,1.23亿,3396.80万,22.92%,1.28亿,3061.43万
2016,,,,,1.06,46.60%,1351.34万,82.52%,3.43,6039.90万,1158.75万,12.77%,3427.72万,2727.12万
2015,,,,,0.7215,80.86%,740.38万,4599.12%,2.39,3347.67万,1182.99万,10.27%,2397.38万,2533.90万
2014,,,,,0.398929,False,15.76万,False,1.65,2200.81万,486.61万,0.37%,1656.16万,1977.27万
