报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,40.027,1.2603,31.76,3.18,22.56%,4159.83万,43.14%,12.31,12.5871,96.2424,2.58,PE；PB,5.26亿,7.09亿,13.23%,15.58亿,1.02亿,0.3,,安徽汇通控股集团有限公司
2026-03-31,40.027,1.2603,31.76,3.18,22.56%,4159.83万,43.14%,12.31,3.1468,96.2424,2.58,PE；PB,5.26亿,7.09亿,13.23%,15.58亿,1.02亿,0.3,,安徽汇通控股集团有限公司
2025,46.921,1.2603,37.23,12.35,15.52%,1.47亿,-9.64%,12.08,3.7993,30.5164,3.082,PE；PB,5.95亿,6.67亿,12.01%,15.27亿,8236.16万,0.5,,安徽汇通控股集团有限公司
2024,,,,10.69,39.84%,1.63亿,7.05%,8.03,,,,PE；PB,8693.50万,5.93亿,15.30%,7.63亿,8361.63万,,,安徽汇通控股集团有限公司
2023,,,,7.65,21.69%,1.52亿,-6.03%,6.29,,,,PE；PB,7572.45万,4.30亿,20.01%,5.98亿,5642.88万,,,安徽汇通控股集团有限公司
2022,,,,6.28,50.60%,1.62亿,184.90%,4.67,,,,PE；PB,1.75亿,2.91亿,25.79%,4.44亿,4912.35万,,,安徽汇通控股集团有限公司
2021,,,,4.17,42.41%,5690.96万,30.18%,2.93,,,,PE；PB,6307.72万,1.44亿,13.61%,2.80亿,3897.00万,,,安徽汇通控股集团有限公司
2020,,,,2.93,9.97%,4371.58万,29.85%,2.4,,,,PE；PB,5530.66万,1.01亿,15.29%,2.30亿,3057.50万,,,安徽汇通控股集团有限公司
2019,,,,2.66,8.13%,3366.70万,110.44%,1.93,,,,PE；PB,3807.04万,6099.38万,12.38%,1.85亿,3356.38万,,,安徽汇通控股集团有限公司
2018,,,,2.46,4.68%,1599.87万,1078.48%,1.57,,,,PE；PB,2322.64万,3071.90万,5.71%,1.51亿,4496.86万,,,安徽汇通控股集团有限公司
2017,,,,2.35,-5.25%,135.76万,-94.79%,1.4,,,,PE；PB,3279.16万,1621.14万,8.60%,1.37亿,3371.61万,,,安徽汇通控股集团有限公司
2016,,,,2.48,51.38%,2604.62万,39.43%,1.43,,,,PE；PB,1688.42万,2387.13万,9.72%,1.02亿,3048.16万,,,安徽汇通控股集团有限公司
2015,,,,1.75,61.30%,1868.03万,298.38%,2.04,,,,PE；PB,3213.63万,2119.18万,10.67%,7142.40万,1841.38万,,,安徽汇通控股集团有限公司
2014,,,,1.09,38.01%,468.91万,561.63%,1.3,,,,PE；PB,1357.55万,435.87万,4.40%,4133.36万,2204.03万,,,安徽汇通控股集团有限公司
2013,,,,0.73779,41.44%,70.87万,218.38%,1.14,,,,PE；PB,743.16万,261.48万,0.96%,2270.79万,1940.92万,,,安徽汇通控股集团有限公司
2012,,,,0.521636,False,22.26万,False,1.1,,,,PE；PB,368.55万,197.69万,0.43%,2199.92万,1345.52万,,,安徽汇通控股集团有限公司
