报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,21.419,0.999,21.44,1.09,7.08%,959.69万,16.50%,6.53,19.6505,214.4,3.2833,PE；PB,2.61亿,2.45亿,8.78%,6.55亿,5553.59万,,,王世斌
2026-03-31,21.419,0.999,21.44,1.09,7.08%,959.69万,16.50%,6.53,4.9126,214.4,3.2833,PE；PB,2.61亿,2.45亿,8.78%,6.55亿,5553.59万,,,王世斌
2025,29.66,0.999,29.69,4.67,10.50%,5367.02万,28.25%,6.39,6.3512,54.9815,4.6463,PE；PB,2.51亿,2.35亿,11.45%,6.40亿,5562.33万,0.25,,王世斌
2024,17.173,0.999,17.19,4.22,35.53%,4184.67万,29.76%,5.92,4.0694,40.9286,2.9037,PE；PB,2.88亿,2.12亿,9.78%,5.93亿,5139.53万,0.2,,王世斌
2023,22.398,0.999,22.42,3.12,117.04%,3225.01万,-37.80%,5.7,7.1788,70.0625,3.9333,PE；PB,2.75亿,1.96亿,10.31%,5.71亿,4864.21万,0.2,,王世斌
2022,17.922,0.999,17.94,1.44,-10.50%,5184.56万,-26.36%,5.71,12.4458,34.5,3.1419,PE；PB,4.24亿,2.03亿,36.12%,5.70亿,1328.73万,0.5,,王世斌
2021,,,,1.6,3.54%,7040.37万,0.02%,5.69,,,,PE；PB,4.82亿,2.06亿,43.90%,5.68亿,1297.15万,,,王世斌
2020,,,,1.55,-13.23%,7039.29万,-10.56%,5.32,,,,PE；PB,2.32亿,1.76亿,45.44%,5.31亿,1288.17万,,,王世斌
2019,,,,1.79,-9.61%,7870.57万,-13.05%,2.84,,,,PE；PB,1.92亿,1.49亿,44.09%,2.83亿,1322.05万,,,王世斌
2018,,,,1.97,-0.56%,9051.36万,-1.10%,2.55,,,,PE；PB,4692.97万,1.23亿,45.83%,2.54亿,1499.74万,,,王世斌
2017,,,,1.99,19.07%,9152.01万,16.95%,4.11,,,,PE；PB,3586.74万,9433.38万,46.08%,2.16亿,808.57万,,,王世斌
2016,,,,1.67,10.82%,7825.61万,77.87%,3.37,,,,PE；PB,3553.08万,6456.57万,46.92%,1.77亿,951.22万,,,王世斌
2015,,,,1.51,21.44%,4399.68万,39.81%,2.5,,,,PE；PB,2302.52万,3621.53万,29.23%,1.25亿,923.85万,,,王世斌
2014,,,,1.24,82.58%,3146.84万,102.43%,6.56,,,,PE；PB,1562.03万,4967.92万,25.39%,6564.23万,1601.41万,,,王世斌
2013,,,,0.678802,False,1554.56万,False,3.42,,,,PE；PB,332.49万,2135.76万,22.90%,3417.39万,1363.89万,,,王世斌
