报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,18.6,2.0,9.3,2.14,3.76%,1236.48万,-0.99%,4.27,8.6916,155.0,2.178,PE；PB,1.81亿,4.95亿,5.78%,8.51亿,1.64亿,,20%: 最新年度净利润同比下降,曹文洁
2026-03-31,18.6,2.0,9.3,2.14,3.76%,1236.48万,-0.99%,4.27,2.1729,155.0,2.178,PE；PB,1.81亿,4.95亿,5.78%,8.51亿,1.64亿,,,曹文洁
2025,20.54,2.0,10.27,9.8,11.81%,5951.32万,19.40%,4.25,2.0959,34.2333,2.4165,PE；PB,1.58亿,4.82亿,6.08%,8.47亿,1.29亿,0.078,,曹文洁
2024,14.48,2.0,7.24,8.76,1.41%,4984.46万,-3.56%,3.99,1.653,28.96,1.8145,PE；PB,1.63亿,4.38亿,5.69%,7.96亿,9842.52万,0.078,,曹文洁
2023,20.2,2.0,10.1,8.64,8.93%,5168.27万,47.11%,3.84,2.338,38.8462,2.6302,PE；PB,1.64亿,4.04亿,5.97%,7.71亿,8792.50万,0.05500000000000001,,曹文洁
2022,17.38,2.0,8.69,7.93,8.86%,3513.15万,70.64%,3.64,2.1917,48.2778,2.3874,PE；PB,1.36亿,3.66亿,4.38%,7.32亿,1.12亿,,,曹文洁
2021,24.18,2.0,12.09,7.29,6.91%,2058.78万,-42.76%,3.44,3.3169,120.9,3.5145,PE；PB,1.26亿,3.32亿,2.83%,6.88亿,1.13亿,,,曹文洁
2020,24.24,2.0,12.12,6.81,-0.48%,3597.04万,20.90%,3.36,3.5595,67.3333,3.6071,PE；PB,9991.12万,3.13亿,5.28%,6.73亿,9279.51万,,,曹文洁
2019,24.82,2.0,12.41,6.85,2.90%,2975.22万,-4.99%,3.19,3.6234,82.7333,3.8903,PE；PB,1.06亿,2.79亿,4.34%,6.39亿,9669.83万,0.047,,曹文洁
2018,13.18,2.0,6.59,6.65,11.18%,3131.35万,25.20%,3.09,1.982,41.1875,2.1327,PE；PB,1.40亿,2.61亿,4.71%,6.17亿,1.06亿,0.038,,曹文洁
2017,,,11.83,5.99,24.19%,2501.00万,-14.44%,2.97,,91.0,3.9832,PE；PB,4462.37万,2.39亿,4.18%,5.94亿,1.20亿,0.044,,曹文洁
2016,,,21.55,4.82,-4.16%,2922.92万,-9.42%,2.89,,143.6667,7.4567,PE；PB,6068.39万,2.25亿,6.06%,5.78亿,1.06亿,0.122,,曹文洁
2015,,,19.98,5.03,-2.28%,3226.84万,-38.41%,6.98,,117.5294,2.8625,PE；PB,1.80亿,2.07亿,6.42%,5.58亿,7228.77万,,,曹文洁
2014,,,,5.15,22.09%,5238.86万,1.16%,4.54,,,,PE；PB,6121.78万,1.78亿,10.18%,2.73亿,7848.72万,,,曹文洁
2013,,,,4.21,14.81%,5178.79万,1.58%,3.79,,,,PE；PB,5755.22万,1.36亿,12.29%,2.27亿,6209.48万,,,曹文洁
2012,,,,3.67,8.19%,5098.31万,8.43%,2.92,,,,PE；PB,5518.74万,8848.27万,13.89%,1.75亿,2783.94万,,,曹文洁
2011,,,,3.39,False,4702.11万,False,2.07,,,,PE；PB,8381.82万,4139.32万,13.86%,1.24亿,2374.67万,,,曹文洁
