报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,48.746,5.1529,9.46,6.41,-2.39%,1209.56万,-60.58%,4.13,7.6047,402.5532,2.2906,PE；PB,5.13亿,-7519.38万,2.25%,21.65亿,2.89亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,上海市金山区国有资产监督管理委员会
2026-03-31,48.746,5.1529,9.46,6.41,-2.39%,1209.56万,-60.58%,4.13,1.9012,402.5532,2.2906,PE；PB,5.13亿,-7519.38万,2.25%,21.65亿,2.89亿,,,上海市金山区国有资产监督管理委员会
2025,69.203,5.1529,13.43,21.58,-1.57%,1.07亿,176.72%,4.14,3.2068,64.8479,3.244,PE；PB,8.04亿,-8728.95万,4.91%,21.66亿,3.25亿,,,上海市金山区国有资产监督管理委员会
2024,67.658,5.1529,13.13,21.92,26.03%,-1.39亿,-407.09%,3.95,3.0866,,3.3241,PE；PB,9.72亿,-1.88亿,-6.31%,20.48亿,2.70亿,0.024,,上海市金山区国有资产监督管理委员会
2023,53.178,5.1529,10.32,17.39,8.04%,4529.38万,114.70%,4.19,3.058,117.4061,2.463,PE；PB,7.36亿,-3272.99万,2.54%,21.72亿,3.21亿,,,上海市金山区国有资产监督管理委员会
2022,44.263,5.1529,8.59,16.1,-21.77%,-3.08亿,-396.21%,4.1,2.7493,,2.0951,PE；PB,8.20亿,-7802.37万,-19.29%,21.26亿,2.91亿,0.061,,上海市金山区国有资产监督管理委员会
2021,53.84,4.6574,11.56,20.58,49.59%,1.04亿,71.26%,4.78,2.6161,54.0692,2.4184,PE；PB,9.09亿,2.61亿,4.88%,24.78亿,2.96亿,0.04,,上海市金山区国有资产监督管理委员会
2020,54.941,4.022,13.66,13.76,41.12%,6072.23万,125.57%,4.07,3.9928,90.4636,3.3563,PE；PB,4.92亿,1.84亿,7.81%,19.24亿,2.35亿,,,上海市金山区国有资产监督管理委员会
2019,49.068,4.022,12.2,9.75,28.02%,2691.90万,119.44%,3.4,5.0326,182.0896,3.5882,PE；PB,2.64亿,1.29亿,4.16%,14.51亿,6693.68万,,,上海市金山区国有资产监督管理委员会
2018,40.22,4.022,10.0,7.62,-46.68%,1226.73万,-84.03%,3.31,5.2782,333.3333,3.0211,PE；PB,1.60亿,9165.95万,0.66%,14.00亿,6218.54万,,,上海市金山区国有资产监督管理委员会
2017,,,19.27,14.28,126.63%,7682.41万,45.26%,3.33,,100.8901,5.7868,PE；PB,3.34亿,7939.23万,6.94%,14.00亿,5432.90万,,,上海市金山区国有资产监督管理委员会
2016,,,35.24,6.3,36.76%,5288.61万,1346.55%,3.14,,269.0076,11.2229,PE；PB,3.14亿,-5513.29万,9.43%,13.02亿,4810.69万,,,上海市金山区国有资产监督管理委员会
2015,,,18.4,4.61,-24.39%,365.60万,-90.53%,3.03,,1786.4078,6.0726,PE；PB,2.79亿,-1.08亿,0.89%,12.51亿,4492.91万,,,上海市金山区国有资产监督管理委员会
2014,,,11.53,6.09,-13.99%,3859.39万,340.55%,1.88,,105.6829,6.133,PE；PB,2.72亿,-1.12亿,6.40%,6.93亿,5132.14万,,,上海市金山区国有资产监督管理委员会
2013,,,12.69,7.09,-11.37%,876.03万,114.42%,1.68,,511.6935,7.5536,PE；PB,3.09亿,-1.50亿,-1.06%,6.41亿,5830.79万,,,上海市金山区国有资产监督管理委员会
2012,,,7.97,7.99,-22.03%,408.55万,0.05%,1.67,,687.069,4.7725,PE；PB,3.05亿,-1.59亿,-0.20%,7.00亿,7309.31万,,,上海市金山区国有资产监督管理委员会
2011,,,5.96,10.25,13.09%,408.33万,-45.30%,1.63,,518.2609,3.6564,PE；PB,3.00亿,-1.63亿,-0.29%,6.98亿,6457.42万,,,上海市金山区国有资产监督管理委员会
2010,,,13.17,9.07,0.51%,746.44万,124.27%,1.68,,624.1706,7.8393,PE；PB,4.02亿,-1.67亿,0.91%,7.37亿,7933.29万,,,上海市金山区国有资产监督管理委员会
