报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,98.115,0.9083,108.02,1.89,43.22%,1331.36万,19.70%,14.46,51.9127,720.1333,7.4703,PE；PB,6.21亿,3.36亿,7.04%,13.14亿,2.03亿,0.3,,上海步进信息咨询有限公司
2026-03-31,98.115,0.9083,108.02,1.89,43.22%,1331.36万,19.70%,14.46,12.9782,720.1333,7.4703,PE；PB,6.21亿,3.36亿,7.04%,13.14亿,2.03亿,0.3,,上海步进信息咨询有限公司
2025,127.772,0.84,152.11,7.24,32.18%,7248.10万,48.25%,14.27,17.6481,183.2651,10.6594,PE；PB,7.17亿,3.22亿,10.02%,12.96亿,1.77亿,0.3,,上海步进信息咨询有限公司
2024,47.897,0.84,57.02,5.47,8.09%,4889.16万,-19.43%,9.21,8.7563,98.3103,6.1911,PE；PB,3.15亿,2.79亿,8.93%,7.77亿,1.16亿,0.3,,上海步进信息咨询有限公司
2023,48.292,0.84,57.49,5.06,-6.09%,6068.34万,-33.36%,8.91,9.5439,79.8472,6.4523,PE；PB,3.55亿,2.58亿,12.03%,7.52亿,1.16亿,0.4,,上海步进信息咨询有限公司
2022,23.814,0.84,28.35,5.39,0.37%,9105.55万,21.88%,8.56,4.4182,26.25,3.3119,PE；PB,4.33亿,2.36亿,16.83%,7.27亿,1.27亿,0.3,,上海步进信息咨询有限公司
2021,27.938,0.84,33.26,5.37,23.78%,7471.07万,12.90%,7.77,5.2026,37.3708,4.2806,PE；PB,4.00亿,1.75亿,13.92%,6.63亿,1.49亿,0.3,,上海步进信息咨询有限公司
2020,32.491,0.84,38.68,4.34,25.71%,6617.33万,56.55%,7.24,7.4864,37.9216,5.3425,PE；PB,5.15亿,1.31亿,16.80%,6.21亿,9559.16万,0.3,,上海步进信息咨询有限公司
2019,,,,3.45,8.24%,4227.09万,16.90%,3.43,,,,PE；PB,1.17亿,9428.03万,13.52%,2.43亿,6580.23万,,,上海步进信息咨询有限公司
2018,,,,3.19,3.49%,3616.12万,23.38%,3.02,,,,PE；PB,8843.57万,7466.45万,12.53%,2.13亿,5458.28万,,,上海步进信息咨询有限公司
2017,,,,3.08,30.31%,2930.81万,0.79%,2.75,,,,PE；PB,7914.17万,5944.27万,10.61%,1.94亿,4832.14万,,,上海步进信息咨询有限公司
2016,,,,2.37,14.96%,2907.88万,57.45%,2.49,,,,PE；PB,7377.02万,4746.59万,13.37%,1.74亿,5017.75万,,,上海步进信息咨询有限公司
2015,,,,2.06,-3.15%,1846.83万,-17.52%,2.13,,,,PE；PB,5115.77万,2627.05万,10.04%,1.50亿,3673.69万,,,上海步进信息咨询有限公司
2014,,,,2.12,11.78%,2239.07万,-8.35%,2.07,,,,PE；PB,4731.97万,2412.76万,11.07%,1.44亿,4407.70万,,,上海步进信息咨询有限公司
2013,,,,1.9,False,2443.04万,False,1.92,,,,PE；PB,6903.98万,1559.34万,14.05%,1.33亿,3549.19万,,,上海步进信息咨询有限公司
