报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,25.667,1.7787,14.43,0.757788,5.69%,448.10万,2.33%,4.71,33.871,572.619,3.0637,PE；PB,4.40亿,2.38亿,6.04%,8.50亿,7429.33万,,,刘润根
2026-03-31,25.667,1.7787,14.43,0.757788,5.69%,448.10万,2.33%,4.71,8.4677,572.619,3.0637,PE；PB,4.40亿,2.38亿,6.04%,8.50亿,7429.33万,,,刘润根
2025,33.635,1.7787,18.91,3.49,-12.75%,3049.98万,-7.64%,4.69,9.6375,110.2624,4.032,PE；PB,4.01亿,2.33亿,8.98%,8.44亿,7697.09万,0.12,,刘润根
2024,24.831,1.7787,13.96,4.0,3.05%,3302.36万,-6.15%,4.64,6.2078,75.175,3.0086,PE；PB,4.12亿,2.27亿,7.95%,8.34亿,7100.19万,0.12,,刘润根
2023,31.27,1.7787,17.58,3.88,-4.65%,3518.58万,-42.85%,4.57,8.0593,88.8777,3.8468,PE；PB,4.24亿,2.19亿,8.91%,8.24亿,8655.20万,0.034999999999999996,,刘润根
2022,19.299,1.7787,10.85,4.07,-22.46%,6156.87万,0.01%,4.41,4.7418,31.3403,2.4603,PE；PB,6.01亿,1.94亿,15.38%,7.92亿,7947.96万,0.034999999999999996,,刘润根
2021,29.953,1.7787,16.84,5.25,4.63%,6156.02万,-7.08%,4.1,5.7053,39.0267,4.1073,PE；PB,5.62亿,1.45亿,12.02%,7.35亿,7750.67万,,,刘润根
2020,,,,5.02,6.44%,6625.37万,57.08%,2.36,,,,PE；PB,1.48亿,8950.60万,13.58%,3.15亿,7744.15万,,,刘润根
2019,,,,4.72,10.84%,4217.71万,-7.90%,1.85,,,,PE；PB,1.06亿,3232.70万,9.09%,2.47亿,7415.89万,,,刘润根
2018,,,,4.25,6.26%,4579.38万,12.06%,2.05,,,,PE；PB,6829.57万,8066.67万,10.92%,2.56亿,8685.28万,,,刘润根
2017,,,,4.0,13.61%,4086.45万,18.69%,1.64,,,,PE；PB,8466.69万,3893.47万,10.19%,2.00亿,7370.06万,,,刘润根
2016,,,,3.52,25.55%,3442.82万,91.69%,1.53,,,,PE；PB,7938.87万,3852.72万,9.69%,1.84亿,3425.40万,,,刘润根
2015,,,,2.81,14.76%,1796.02万,17.54%,1.26,,,,PE；PB,3078.13万,811.77万,6.96%,1.49亿,3123.41万,,,刘润根
2014,,,,2.45,14.08%,1527.95万,53.03%,5.79,,,,PE；PB,4644.81万,7329.70万,6.25%,1.16亿,3933.29万,,,刘润根
2013,,,,2.14,False,998.45万,False,5.03,,,,PE；PB,4856.77万,5953.45万,4.66%,1.01亿,3140.64万,,,刘润根
