报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,33.959,2.013,16.87,4.3095,1.97,13.24%,-1609.28万,30.55%,12.75,13.90亿,2.51亿,-8.19%,25.66亿,1.56亿
2025,28.766,2.013,14.29,3.9953,7.2,-16.70%,-1.42亿,-111.06%,12.85,15.01亿,2.67亿,-19.67%,25.86亿,9737.20万
2024,25.746,2.013,12.79,2.9799,8.64,-38.13%,-6707.73万,-180.95%,13.62,17.84亿,4.08亿,-7.76%,27.42亿,9437.88万
2023,37.482,2.013,18.62,2.685,13.96,-19.82%,-2387.54万,-122.76%,14.24,17.52亿,4.75亿,-1.75%,28.67亿,1.57亿
2022,92.84,2.013,46.12,5.3295,17.42,35.10%,1.05亿,-14.66%,15.58,18.39亿,5.37亿,7.34%,31.50亿,2.60亿
2021,56.053,1.6409,34.16,4.3486,12.89,40.33%,1.23亿,16.53%,8.63,3.94亿,4.87亿,9.53%,14.27亿,2.43亿
2020,44.025,1.6409,26.83,4.7905,9.19,-2.87%,1.05亿,0.56%,8.08,6.50亿,4.10亿,11.48%,13.26亿,1.09亿
2019,,,,,9.46,9.11%,1.05亿,18.54%,5.26,1.06亿,3.16亿,11.09%,6.47亿,9354.63万
2018,,,,,8.67,45.77%,8849.51万,137.82%,4.41,1.13亿,2.22亿,10.21%,5.42亿,1.02亿
2017,,,,,5.95,48.22%,3721.16万,45.20%,3.69,1.17亿,1.43亿,6.26%,4.54亿,1.01亿
2016,,,,,4.01,26.34%,2562.79万,-29.53%,3.38,6224.44万,1.10亿,6.39%,4.16亿,4290.14万
2015,,,,,3.18,False,3636.77万,False,3.18,4962.50万,8711.90万,11.45%,3.91亿,6261.14万
