报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,683.802,22.7934,30.0,1.1752,436.41,-0.83%,12.63亿,-2.60%,8.44,130.39亿,129.16亿,2.84%,189.27亿,82.72亿
2024,355.966,21.9056,16.25,0.5865,606.91,-0.17%,16.52亿,-15.16%,8.00,125.30亿,121.59亿,2.71%,180.59亿,77.50亿
2023,322.825,22.0962,14.61,0.531,607.92,-11.27%,19.48亿,-36.34%,7.50,114.64亿,111.80亿,3.21%,170.93亿,83.24亿
2022,335.374,22.0351,15.22,0.4895,685.16,23.90%,30.60亿,64.69%,6.95,79.66亿,102.76亿,4.47%,157.50亿,109.10亿
2021,326.442,22.1017,14.77,0.5903,553.0,15.94%,18.58亿,6.81%,5.73,61.31亿,79.06亿,3.36%,130.82亿,90.38亿
2020,380.89,22.0934,17.24,0.7986,476.96,28.20%,17.39亿,37.82%,5.45,65.15亿,73.43亿,3.63%,120.50亿,67.65亿
2019,370.227,21.7909,16.99,0.9951,372.04,10.89%,12.62亿,6.98%,4.72,60.96亿,61.35亿,3.39%,103.07亿,42.98亿
2018,170.592,21.7592,7.84,0.5085,335.5,12.94%,11.80亿,-10.21%,4.32,50.54亿,52.57亿,3.52%,94.10亿,47.60亿
2017,,,13.52,,297.06,23.86%,13.14亿,63.10%,3.97,57.24亿,45.00亿,4.42%,86.33亿,33.18亿
2016,,,9.11,,239.84,-12.02%,8.06亿,5.84%,3.46,51.47亿,34.91亿,3.36%,75.37亿,28.05亿
2015,,,12.19,,272.6,34.34%,7.61亿,8.52%,3.13,40.79亿,29.24亿,3.24%,69.94亿,32.47亿
2014,,,12.6,,158.73,11.22%,7.01亿,24.31%,5.81,42.19亿,24.69亿,4.42%,63.26亿,18.80亿
2013,,,8.78,,142.72,7.03%,5.64亿,-12.84%,3.76,22.25亿,19.64亿,3.95%,38.01亿,15.61亿
2012,,,4.88,,133.35,4.94%,6.47亿,43.29%,3.40,10.93亿,16.16亿,4.85%,34.43亿,17.29亿
2011,,,,,127.08,-7.30%,4.52亿,-16.13%,2.28,12.75亿,10.52亿,3.56%,20.60亿,13.82亿
2010,,,,,137.08,28.26%,5.39亿,71.52%,2.66,17.50亿,2.26亿,3.93%,23.93亿,15.78亿
