报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,37.728,4.2486,8.88,4.95,6.58%,2474.69万,36.33%,1.92,7.6218,148.0,4.625,PE；PB,4.05亿,-5.81亿,5.20%,8.34亿,3.12亿,,,上海纺织(集团)有限公司
2026-03-31,37.728,4.2486,8.88,4.95,6.58%,2474.69万,36.33%,1.92,1.9055,148.0,4.625,PE；PB,4.05亿,-5.81亿,5.20%,8.34亿,3.12亿,,,上海纺织(集团)有限公司
2025,38.365,4.2486,9.03,18.29,3.33%,4705.32万,17.66%,1.86,2.0976,82.0909,4.8548,PE；PB,4.66亿,-6.06亿,2.67%,8.08亿,3.02亿,0.038,,上海纺织(集团)有限公司
2024,40.107,4.2486,9.44,17.7,-0.41%,3999.18万,150.76%,1.78,2.2659,104.8889,5.3034,PE；PB,4.83亿,-6.32亿,2.35%,7.74亿,3.21亿,0.012,,上海纺织(集团)有限公司
2023,62.072,4.2486,14.61,17.78,-18.99%,1594.80万,103.05%,1.68,3.4911,365.25,8.6964,PE；PB,4.31亿,-6.65亿,0.91%,7.34亿,3.79亿,,,上海纺织(集团)有限公司
2022,23.112,4.2486,5.44,21.94,-25.60%,-5.22亿,-71.43%,1.64,1.0534,,3.3171,PE；PB,3.54亿,-6.80亿,-23.79%,7.18亿,4.65亿,,,上海纺织(集团)有限公司
2021,23.665,4.2486,5.57,29.49,-9.36%,-3.05亿,-3.54%,2.87,0.8025,,1.9408,PE；PB,3.92亿,-1.58亿,-10.28%,12.40亿,5.22亿,,,上海纺织(集团)有限公司
2020,24.769,4.2486,5.83,32.54,-20.53%,-2.94亿,-1636.26%,3.59,0.7612,,1.624,PE；PB,3.86亿,1.49亿,-8.96%,15.48亿,5.96亿,,,上海纺织(集团)有限公司
2019,32.077,4.2486,7.55,40.95,-6.14%,1914.97万,-49.17%,4.29,0.7833,151.0,1.7599,PE；PB,3.31亿,4.45亿,0.50%,18.42亿,10.01亿,,,上海纺织(集团)有限公司
2018,29.188,4.2486,6.87,43.62,-1.35%,3767.29万,-70.68%,4.26,0.6691,76.3333,1.6127,PE；PB,4.37亿,4.30亿,0.89%,18.28亿,10.77亿,0.091,,上海纺织(集团)有限公司
2017,,,10.12,44.22,4.05%,1.29亿,518.47%,4.27,,33.7333,2.37,PE；PB,4.60亿,4.31亿,2.95%,18.32亿,9.24亿,,,上海纺织(集团)有限公司
2016,,,15.17,42.5,-0.31%,2077.82万,-74.32%,3.99,,303.4,3.802,PE；PB,3.89亿,3.08亿,0.49%,17.11亿,8.17亿,0.057999999999999996,,上海纺织(集团)有限公司
2015,,,29.08,42.63,3.30%,8092.12万,27.51%,3.99,,153.0526,7.2882,PE；PB,2.88亿,3.12亿,1.90%,16.96亿,6.92亿,0.045,,上海纺织(集团)有限公司
2014,,,10.45,41.27,-1.48%,6346.29万,21.49%,3.84,,69.6667,2.7214,PE；PB,2.81亿,2.53亿,1.54%,16.33亿,6.70亿,,,上海纺织(集团)有限公司
2013,,,9.14,41.89,-11.32%,5223.68万,14.40%,3.69,,76.1667,2.477,PE；PB,2.66亿,1.92亿,1.25%,15.69亿,6.66亿,,,上海纺织(集团)有限公司
2012,,,5.23,47.24,4.33%,4565.99万,-1.07%,3.57,,47.5455,1.465,PE；PB,2.85亿,1.40亿,0.97%,15.16亿,7.33亿,,,上海纺织(集团)有限公司
2011,,,4.78,45.28,28.21%,4615.37万,-19.79%,3.44,,43.4545,1.3895,PE；PB,2.19亿,9438.18万,1.02%,14.63亿,7.28亿,,,上海纺织(集团)有限公司
2010,,,8.06,35.31,18.81%,5754.17万,34.34%,3.34,,57.5714,2.4132,PE；PB,3.33亿,4822.81万,1.63%,14.29亿,7.15亿,,,上海纺织(集团)有限公司
