报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,40.436,5.6005,7.22,12.88,7.91%,5490.83万,10.95%,3.7,3.1394,72.2,1.9514,PE；PB,10.88亿,7.11亿,4.45%,21.59亿,5.19亿,0.3,,周国建
2026-03-31,40.436,5.6005,7.22,12.88,7.91%,5490.83万,10.95%,3.7,0.7849,72.2,1.9514,PE；PB,10.88亿,7.11亿,4.45%,21.59亿,5.19亿,0.3,,周国建
2025,37.635,5.6005,6.72,47.53,4.07%,1.80亿,12.04%,3.58,0.7918,21.0,1.8771,PE；PB,7.62亿,6.56亿,4.08%,21.07亿,6.01亿,0.3,,周国建
2024,32.638,5.7767,5.65,45.67,6.25%,1.61亿,-25.88%,3.56,0.7146,19.4828,1.5871,PE；PB,8.22亿,6.59亿,3.84%,20.88亿,5.72亿,0.3,,周国建
2023,30.443,5.7767,5.27,42.99,-0.69%,2.17亿,-5.86%,3.55,0.7081,13.8684,1.4845,PE；PB,9.19亿,6.81亿,5.37%,21.41亿,6.36亿,0.25,,周国建
2022,30.848,5.7767,5.34,43.28,17.07%,2.30亿,76.19%,3.4,0.7128,13.0244,1.5706,PE；PB,10.32亿,6.26亿,5.64%,20.51亿,5.66亿,0.2,,周国建
2021,26.862,5.7767,4.65,36.97,42.05%,1.31亿,-32.88%,3.14,0.7266,20.2174,1.4809,PE；PB,8.03亿,5.31亿,3.95%,18.94亿,7.45亿,0.2,,周国建
2020,37.202,5.7767,6.44,26.03,-24.30%,1.95亿,23.31%,3.19,1.4292,18.9412,2.0188,PE；PB,9.18亿,5.23亿,7.89%,19.17亿,4.78亿,0.2,,周国建
2019,27.786,5.7767,4.81,34.38,8.09%,1.58亿,10.08%,3.07,0.8082,17.8148,1.5668,PE；PB,6.61亿,4.62亿,4.94%,18.47亿,3.55亿,0.2,,周国建
2018,20.514,5.2065,3.94,31.81,14.71%,1.44亿,28.39%,3.04,0.6449,15.76,1.2961,PE；PB,5.83亿,4.12亿,4.81%,18.23亿,3.75亿,0.18,,周国建
2017,,,4.94,27.73,23.06%,1.12亿,12.25%,2.55,,23.5238,1.9373,PE；PB,4.47亿,3.86亿,4.38%,13.94亿,3.92亿,0.15,,周国建
2016,,,6.37,22.54,11.92%,9957.60万,70.45%,2.48,,33.5263,2.5685,PE；PB,1.62亿,3.56亿,4.70%,13.64亿,4.05亿,0.1,,周国建
2015,,,7.5,20.14,0.36%,5842.05万,-24.59%,2.41,,68.1818,3.112,PE；PB,1.44亿,3.19亿,3.21%,13.26亿,4.33亿,0.2,,周国建
2014,,,3.7,20.06,10.63%,7746.86万,-3.26%,4.82,,24.6667,0.7676,PE；PB,1.49亿,3.24亿,4.46%,13.56亿,3.85亿,0.22000000000000003,,周国建
2013,,,2.45,18.13,4.51%,8008.16万,-12.57%,4.74,,7.9032,0.5169,PE；PB,1.71亿,3.12亿,4.84%,13.44亿,4.82亿,0.22000000000000003,,周国建
2012,,,2.35,17.35,5.39%,9160.02万,5.04%,4.64,,6.7143,0.5065,PE；PB,2.63亿,2.98亿,5.88%,13.14亿,3.51亿,0.3,,周国建
2011,,,2.08,16.47,1.42%,8720.49万,14.40%,6.66,,6.303,0.3123,PE；PB,4.44亿,2.67亿,6.48%,12.61亿,1.99亿,0.3,,周国建
2010,,,3.35,16.23,12.82%,7622.50万,18.75%,8.31,,6.8367,0.4031,PE；PB,5.12亿,2.30亿,5.86%,11.99亿,1.74亿,0.2,,周国建
