报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,92.482,6.7407,13.72,5.4918,4.21,35.33%,4472.12万,-10.98%,5.02,7.06亿,12.75亿,10.66%,36.48亿,6020.38万
2025,102.391,6.7407,15.19,5.9913,17.09,-13.93%,2.20亿,-34.10%,4.93,9.19亿,12.30亿,12.63%,35.79亿,5738.21万
2024,97.321,6.4708,15.04,4.9028,19.85,1.96%,3.33亿,17.87%,4.85,14.34亿,10.75亿,16.87%,32.84亿,5276.73万
2023,32.4,4.2023,7.71,1.6641,19.47,53.05%,2.83亿,39.91%,5.70,19.11亿,8.13亿,14.58%,26.41亿,3826.76万
2022,27.908,4.1841,6.67,2.194,12.72,67.41%,2.02亿,26.14%,5.02,10.97亿,5.76亿,15.95%,21.10亿,5434.04万
2021,57.523,4.1,14.03,7.5688,7.6,38.19%,1.60亿,10.29%,4.64,11.72亿,4.07亿,21.07%,19.10亿,2577.05万
2020,,,,,5.5,21.85%,1.45亿,60.31%,2.00,2.65亿,2.61亿,26.42%,6.22亿,3126.36万
2019,,,,,4.51,71.23%,9059.93万,145.95%,1.53,3575.89万,1.30亿,20.07%,4.75亿,6212.56万
2018,,,,,2.64,90.46%,3683.63万,253.06%,2.23,2845.69万,5039.87万,13.97%,3.83亿,5808.53万
2017,,,,,1.38,59.03%,1043.33万,-55.40%,2.02,1.94亿,1893.19万,7.56%,3.46亿,5108.17万
2016,,,,,0.870129,41.29%,2339.10万,48.54%,1.30,1595.26万,3951.51万,26.88%,1.89亿,1464.86万
2015,,,,,0.615833,269.32%,1574.78万,341.96%,2.86,9217.51万,1837.47万,37.95%,1.79亿,447.74万
2014,,,,,0.19316,308.82%,356.32万,443.02%,1.07,246.49万,301.01万,18.45%,5419.33万,51.98万
2013,,,,,0.047248,-55.26%,-103.88万,-336.14%,1.00,178.13万,-16.93万,-21.99%,5064.46万,1.32万
2012,,,,,0.105602,False,43.99万,False,1.06,120.25万,86.95万,4.17%,2110.34万,11.75万
