报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,82.603,4.482,18.43,1.75,-29.17%,1300.58万,-80.07%,3.78,47.2017,614.3333,4.8757,PS；PE,8.53亿,2.44亿,10.94%,19.15亿,5576.75万,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,上海电影(集团)有限公司
2026-03-31,82.603,4.482,18.43,1.75,-29.17%,1300.58万,-80.07%,3.78,11.8004,614.3333,4.8757,PS；PE,8.53亿,2.44亿,10.94%,19.15亿,5576.75万,,,上海电影(集团)有限公司
2025,128.32,4.482,28.63,9.18,33.02%,1.13亿,25.38%,3.75,13.9782,114.52,7.6347,PS；PE,9.70亿,2.31亿,16.26%,18.91亿,5005.06万,0.048,,上海电影(集团)有限公司
2024,110.526,4.482,24.66,6.9,-13.19%,9004.71万,-29.08%,3.66,16.0183,123.3,6.7377,PS；PE,7.76亿,1.43亿,17.48%,18.23亿,4093.81万,0.21,,上海电影(集团)有限公司
2023,114.425,4.482,25.53,7.95,85.07%,1.27亿,138.69%,3.68,14.3931,91.1786,6.9375,PS；PE,11.58亿,1.55亿,18.16%,17.89亿,1655.71万,,,上海电影(集团)有限公司
2022,48.585,4.482,10.84,4.3,-49.62%,-3.28亿,-1600.60%,3.51,11.2988,,3.0883,PS；PE,13.64亿,4770.81万,-94.17%,17.23亿,753.89万,,,上海电影(集团)有限公司
2021,47.957,4.482,10.7,7.31,136.37%,2187.15万,105.07%,4.31,6.5605,214.0,2.4826,PS；PE,13.48亿,3.63亿,1.93%,20.43亿,162.22万,,,上海电影(集团)有限公司
2020,40.263,3.735,10.78,3.09,-72.05%,-4.31亿,-414.44%,4.51,13.0301,,2.3902,PS；PE,13.60亿,4.54亿,-152.77%,20.24亿,473.99万,0.11299999999999999,,上海电影(集团)有限公司
2019,44.372,3.735,11.88,11.07,4.79%,1.37亿,-41.63%,6.66,4.0083,38.3226,1.7838,PS；PE,18.51亿,9.28亿,11.49%,25.32亿,459.53万,0.22999999999999998,,上海电影(集团)有限公司
2018,36.827,3.735,9.86,10.56,-5.93%,2.35亿,-8.63%,6.21,3.4874,15.6508,1.5878,PS；PE,14.56亿,8.97亿,21.84%,23.75亿,748.09万,0.26,,上海电影(集团)有限公司
2017,,,16.17,11.22,7.34%,2.57亿,8.82%,5.62,,23.4348,2.8772,PS；PE,14.05亿,7.83亿,22.64%,21.38亿,984.31万,0.25,,上海电影(集团)有限公司
2016,,,31.11,10.46,16.17%,2.36亿,22.57%,5.17,,41.48,6.0174,PS；PE,10.81亿,6.49亿,22.78%,19.77亿,642.79万,,,上海电影(集团)有限公司
2015,,,,9.0,28.06%,1.93亿,19.44%,2.79,,,,PS；PE,5.77亿,4.33亿,22.24%,8.27亿,326.46万,,,上海电影(集团)有限公司
2014,,,,7.03,18.28%,1.61亿,15.07%,2.12,,,,PS；PE,5.15亿,2.88亿,24.41%,6.46亿,142.39万,,,上海电影(集团)有限公司
2013,,,,5.94,22.56%,1.40亿,33.91%,1.67,,,,PS；PE,3.79亿,1.66亿,24.30%,5.12亿,140.61万,,,上海电影(集团)有限公司
2012,,,,4.85,17.06%,1.05亿,23.34%,1.23,,,,PS；PE,2.11亿,5313.06万,22.50%,3.52亿,116.14万,,,上海电影(集团)有限公司
2011,,,,4.14,False,8492.61万,False,39.06,,,,PS；PE,3.12亿,1.13亿,21.66%,3.63亿,169.17万,,,上海电影(集团)有限公司
