报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,179.685,4.1402,43.4,7.008,6.41,16.56%,1.47亿,42.16%,9.00,18.10亿,20.72亿,25.24%,38.55亿,12.40亿
2025,196.121,4.1402,47.37,7.5402,26.01,21.79%,6.00亿,68.06%,8.62,17.19亿,19.25亿,24.49%,36.85亿,12.35亿
2024,126.069,4.1402,30.45,5.9021,21.36,39.29%,3.57亿,505.16%,7.44,12.49亿,15.29亿,18.04%,31.82亿,12.73亿
2023,164.366,4.1402,39.7,10.7219,15.33,6.90%,5896.06万,-36.30%,7.39,16.61亿,12.76亿,5.63%,31.61亿,11.93亿
2022,138.824,4.1714,33.28,9.6809,14.34,-28.09%,9255.53万,-86.25%,7.25,13.51亿,12.17亿,7.62%,31.06亿,9.87亿
2021,197.627,4.0514,48.78,9.9111,19.94,25.68%,6.73亿,11.17%,6.20,11.80亿,13.34亿,34.67%,25.88亿,6.70亿
2020,282.654,4.0224,70.27,17.8106,15.87,26.21%,6.06亿,30.12%,5.23,10.67亿,10.52亿,38.74%,21.34亿,5.42亿
2019,225.352,4.0227,56.02,17.9278,12.57,62.77%,4.65亿,25.32%,4.28,9.23亿,7.48亿,38.07%,17.53亿,4.57亿
2018,110.933,4.0193,27.6,14.3696,7.72,30.04%,3.71亿,25.68%,3.58,8.31亿,5.28亿,48.95%,14.58亿,2.64亿
2017,,,34.61,,5.94,28.39%,2.96亿,34.76%,3.07,5.14亿,3.52亿,50.60%,12.39亿,2.02亿
2016,,,,,4.63,18.08%,2.19亿,16.35%,1.59,6259.68万,1.53亿,47.97%,5.80亿,1.57亿
2015,,,,,3.92,31.09%,1.89亿,35.33%,1.22,3602.81万,4306.98万,48.16%,4.42亿,1.20亿
2014,,,,,2.99,47.49%,1.39亿,43.88%,5.23,9913.38万,1.41亿,46.24%,2.74亿,8759.99万
2013,,,,,2.03,False,9681.20万,False,7.60,3708.14万,1.73亿,47.67%,2.25亿,5880.29万
