报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,104.021,0.9271,112.2,22.4183,1.16,24.44%,-6805.94万,-81.97%,26.23,12.13亿,24.28亿,-71.25%,25.92亿,5959.63万
2025,150.19,0.9271,162.0,37.084,4.05,-20.58%,-2.16亿,-4.99%,26.82,13.67亿,24.96亿,-63.88%,26.57亿,7935.64万
2024,57.183,0.9247,61.84,11.2124,5.1,-6.74%,-2.06亿,-811.45%,33.26,4.84亿,27.12亿,-38.35%,30.50亿,8556.15万
2023,37.6,0.9227,40.75,6.8613,5.48,-84.78%,2892.24万,-96.94%,36.42,5.56亿,29.46亿,2.78%,33.66亿,1.37亿
2022,55.644,0.9205,60.45,1.5644,35.57,-33.76%,9.45亿,-56.78%,36.23,14.12亿,29.12亿,26.01%,33.54亿,1.54亿
2021,46.588,0.622,74.9,0.8677,53.69,945.54%,21.86亿,1850.41%,45.72,20.89亿,22.92亿,41.02%,28.74亿,2.59亿
2020,15.506,0.622,24.93,3.0167,5.14,144.06%,1.12亿,230.80%,11.94,3.83亿,2.06亿,21.67%,7.47亿,1.26亿
2019,18.579,0.622,29.87,8.8471,2.1,12.45%,3387.78万,-29.63%,10.37,4.23亿,1.24亿,16.04%,6.49亿,6617.20万
2018,,,,,1.87,31.69%,4814.08万,60.08%,4.50,6376.86万,9315.11万,25.75%,2.10亿,3028.31万
2017,,,,,1.42,16.28%,3007.23万,4.42%,3.47,4859.87万,4988.62万,21.16%,1.62亿,2184.66万
2016,,,,,1.22,False,2879.95万,False,2.81,9648.81万,2279.19万,23.57%,1.31亿,1100.95万
