报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,15.302,1.4973,10.22,0.425612,-14.79%,55.86万,-80.65%,3.32,35.9529,2762.1622,3.0783,PE；PB,1.49亿,4994.42万,1.31%,4.97亿,2.79亿,0.03,40%: 最新年度营业收入下滑；最新年度净利润同比下降,沈万中
2026-03-31,15.302,1.4973,10.22,0.425612,-14.79%,55.86万,-80.65%,3.32,8.9882,2762.1622,3.0783,PE；PB,1.49亿,4994.42万,1.31%,4.97亿,2.79亿,0.03,,沈万中
2025,16.957,1.5194,11.16,2.85,-23.89%,893.86万,252.06%,3.32,5.9498,186.0,3.3614,PE；PB,1.71亿,4938.56万,3.14%,4.97亿,2.60亿,,,沈万中
2024,8.854,1.5425,5.74,3.74,46.58%,253.89万,102.89%,3.21,2.3674,287.0,1.7882,PE；PB,1.25亿,4109.25万,0.68%,4.88亿,2.38亿,,,沈万中
2023,13.308,1.5786,8.43,2.55,25.53%,-8784.25万,-141.84%,3.19,5.2188,,2.6426,PE；PB,9716.90万,3897.58万,-34.45%,4.92亿,2.72亿,,,沈万中
2022,9.444,1.0695,8.83,2.03,-35.79%,-3632.25万,-366.53%,3.68,4.6522,,2.3995,PE；PB,1.02亿,1.27亿,-17.88%,5.81亿,1.41亿,0.2,,沈万中
2021,12.15,1.0695,11.36,3.16,16.90%,1362.77万,-69.07%,5.89,3.8449,81.1429,1.9287,PE；PB,1.34亿,1.85亿,4.31%,6.30亿,6674.04万,,,沈万中
2020,,,,2.71,-18.79%,4406.45万,-15.54%,5.22,,,,PE；PB,5937.52万,1.72亿,16.28%,4.18亿,2921.45万,,,沈万中
2019,,,,3.33,8.28%,5217.17万,10.69%,4.73,,,,PE；PB,4199.53万,1.38亿,15.65%,3.80亿,2886.48万,,,沈万中
2018,,,,3.08,44.48%,4713.26万,85.94%,4.2,,,,PE；PB,3592.53万,1.01亿,15.31%,3.37亿,8785.95万,,,沈万中
2017,,,,2.13,5.59%,2534.78万,24.28%,3.53,,,,PE；PB,8348.44万,5822.86万,11.90%,2.75亿,3239.83万,,,沈万中
2016,,,,2.02,11.83%,2039.62万,21.48%,3.04,,,,PE；PB,2562.84万,4690.89万,12.51%,2.11亿,3239.16万,,,沈万中
2015,,,,1.8,44.50%,1678.98万,39.33%,2.68,,,,PE；PB,6317.28万,2418.75万,9.31%,1.86亿,4334.59万,,,沈万中
2014,,,,1.25,20.29%,1205.06万,82.58%,1.46,,,,PE；PB,4175.13万,907.67万,9.65%,8431.78万,6430.69万,,,沈万中
2013,,,,1.04,94.06%,660.01万,232.86%,0.97,,,,PE；PB,1913.59万,-392.33万,6.36%,3392.16万,6005.88万,,,沈万中
2012,,,,0.534875,False,-496.76万,False,0.69,,,,PE；PB,660.61万,-1052.33万,-9.29%,1732.15万,4644.75万,,,沈万中
