报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,35.282,2.8316,12.46,1.53,-28.05%,520.31万,-12.16%,1.57,23.0601,677.1739,7.9363,PE；PB,1.98亿,-6282.76万,3.41%,4.44亿,8830.86万,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,武汉中恒集团
2026-03-31,35.282,2.8316,12.46,1.53,-28.05%,520.31万,-12.16%,1.57,5.765,677.1739,7.9363,PE；PB,1.98亿,-6282.76万,3.41%,4.44亿,8830.86万,,,武汉中恒集团
2025,39.274,2.8316,13.87,8.58,5.05%,3544.09万,-3.53%,1.55,4.5774,110.7827,8.9484,PE；PB,1.97亿,-6803.07万,4.13%,4.39亿,7681.23万,,,武汉中恒集团
2024,35.168,2.8316,12.42,8.17,12.41%,3673.83万,175.35%,1.43,4.3045,95.7594,8.6853,PE；PB,2.03亿,-1.03亿,4.50%,4.04亿,5866.45万,,,武汉中恒集团
2023,36.669,2.8316,12.95,7.27,9.35%,1334.23万,31.74%,1.3,5.0439,274.9469,9.9615,PE；PB,1.10亿,-1.40亿,1.84%,3.67亿,6881.89万,,,武汉中恒集团
2022,25.286,2.8316,8.93,6.64,-13.22%,1012.78万,40.63%,1.25,3.8081,249.4413,7.144,PE；PB,7491.64万,-1.54亿,1.52%,3.54亿,6644.66万,,,武汉中恒集团
2021,25.937,2.8316,9.16,7.66,10.68%,720.19万,5.44%,1.21,3.386,360.6299,7.5702,PE；PB,3442.60万,-1.64亿,0.94%,3.43亿,9058.57万,,,武汉中恒集团
2020,28.288,2.8316,9.99,6.92,-4.13%,683.02万,25.09%,1.19,4.0879,414.5228,8.395,PE；PB,6096.81万,-1.71亿,0.99%,3.36亿,7016.60万,,,武汉中恒集团
2019,30.213,2.8316,10.67,7.22,13.27%,546.00万,65.71%,1.16,4.1846,552.8497,9.1983,PE；PB,3809.55万,-1.78亿,0.76%,3.29亿,6697.16万,,,武汉中恒集团
2018,29.619,2.8316,10.46,6.37,-25.76%,329.50万,238.16%,1.14,4.6498,901.7241,9.1754,PE；PB,3410.83万,-1.83亿,0.52%,3.24亿,6297.39万,,,武汉中恒集团
2017,,,14.15,8.58,38.58%,97.44万,-82.15%,1.13,,4161.7647,12.5221,PE；PB,6881.25万,-1.86亿,0.11%,3.21亿,6038.70万,,,武汉中恒集团
2016,,,22.39,6.19,23.97%,545.77万,229.92%,1.13,,1160.1036,19.8142,PE；PB,9333.27万,-1.87亿,0.88%,3.20亿,4690.24万,,,武汉中恒集团
2015,,,29.92,4.99,-28.12%,-420.08万,-154.64%,1.1,,,27.2,PE；PB,6.62亿,-1.93亿,-1.35%,3.14亿,2713.21万,,,武汉中恒集团
2014,,,8.03,6.95,10.85%,768.76万,217.96%,0.99,,296.31,8.1111,PE；PB,2881.94万,-1.89亿,1.11%,2.81亿,3088.01万,,,武汉中恒集团
2013,,,6.55,6.27,-13.41%,-651.74万,-301.04%,0.97,,,6.7526,PE；PB,5425.15万,-1.96亿,-1.04%,2.74亿,4711.93万,,,武汉中恒集团
2012,,,6.22,7.24,-17.34%,324.19万,-68.75%,0.99,,545.614,6.2828,PE；PB,1.13亿,-1.90亿,0.45%,2.80亿,4277.11万,,,武汉中恒集团
2011,,,5.27,8.76,17.46%,1037.45万,13.05%,0.98,,143.9891,5.3776,PE；PB,1.41亿,-1.93亿,1.18%,2.77亿,5592.75万,,,武汉中恒集团
2010,,,9.42,7.46,46.69%,917.73万,120.89%,0.94,,290.7407,10.0213,PE；PB,1.14亿,-2.03亿,1.23%,2.67亿,7447.99万,,,武汉中恒集团
