报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,28.56,2.4642,11.59,3.13,-17.29%,-1843.48万,78.76%,0.84,9.1246,,13.7976,PS；PE,1.01亿,-7.48亿,-7.88%,1.72亿,1.52亿,,20%: 最新年度营业收入下滑,捷荣科技集团有限公司
2026-03-31,28.56,2.4642,11.59,3.13,-17.29%,-1843.48万,78.76%,0.84,2.2812,,13.7976,PS；PE,1.01亿,-7.48亿,-7.88%,1.72亿,1.52亿,,,捷荣科技集团有限公司
2025,40.364,2.4642,16.38,16.73,23.32%,-4.90亿,-64.22%,0.49,2.4127,,33.4286,PS；PE,7939.95万,-7.30亿,-30.31%,9203.07万,1.91亿,,,捷荣科技集团有限公司
2024,47.362,2.4642,19.22,13.57,-23.25%,-2.98亿,-150.11%,2.42,3.4902,,7.9421,PS；PE,6793.42万,-2.40亿,-23.39%,5.83亿,2.48亿,,,捷荣科技集团有限公司
2023,94.254,2.5061,37.61,17.67,-34.49%,-1.19亿,5.05%,3.68,5.3341,,10.2201,PS；PE,2.43亿,5829.38万,-7.11%,9.08亿,1.85亿,,,捷荣科技集团有限公司
2022,19.748,2.5061,7.88,26.98,-12.74%,-1.26亿,48.72%,4.15,0.7319,,1.8988,PS；PE,2.52亿,1.78亿,-5.19%,10.30亿,3.11亿,,,捷荣科技集团有限公司
2021,22.81,2.5094,9.09,30.92,9.52%,-2.45亿,-339.49%,4.58,0.7377,,1.9847,PS；PE,3.90亿,3.02亿,-8.08%,11.67亿,3.47亿,0.08499999999999999,,捷荣科技集团有限公司
2020,25.877,2.5148,10.29,28.23,1.58%,1.02亿,81.68%,5.61,0.9166,24.5,1.8342,PS；PE,3.60亿,5.69亿,3.13%,13.99亿,6.16亿,0.05,,捷荣科技集团有限公司
2019,31.128,2.4,12.97,27.79,26.15%,5628.07万,91.90%,5.16,1.1201,56.3913,2.5136,PS；PE,2.66亿,4.84亿,1.36%,12.85亿,6.16亿,0.025,,捷荣科技集团有限公司
2018,20.208,2.4,8.42,22.03,44.97%,2932.78万,-43.37%,4.86,0.9173,70.1667,1.7325,PS；PE,2.30亿,4.37亿,1.16%,11.71亿,5.73亿,0.05,,捷荣科技集团有限公司
2017,,,12.7,15.2,-17.23%,5178.43万,-28.26%,4.97,,55.2174,2.5553,PS；PE,3.75亿,4.20亿,3.25%,12.01亿,4.83亿,,,捷荣科技集团有限公司
2016,,,,18.36,-20.85%,7218.58万,-12.37%,4.47,,,,PS；PE,2.84亿,3.72亿,4.12%,8.16亿,3.57亿,,,捷荣科技集团有限公司
2015,,,,23.19,-13.63%,8237.35万,-45.81%,4.05,,,,PS；PE,3.03亿,3.02亿,3.78%,7.42亿,3.10亿,,,捷荣科技集团有限公司
2014,,,,26.86,21.86%,1.52亿,31.75%,3.59,,,,PS；PE,2.97亿,2.21亿,5.86%,6.54亿,2.55亿,,,捷荣科技集团有限公司
2013,,,,22.04,31.36%,1.15亿,-43.31%,10.1,,,,PS；PE,2.63亿,2.56亿,5.36%,4.97亿,2.49亿,,,捷荣科技集团有限公司
2012,,,,16.78,84.58%,2.04亿,61.28%,9.13,,,,PS；PE,2.65亿,3.49亿,12.15%,4.47亿,1.85亿,,,捷荣科技集团有限公司
2011,,,,9.09,False,1.26亿,False,4.95,,,,PS；PE,1.60亿,1.66亿,13.88%,2.41亿,1.31亿,,,捷荣科技集团有限公司
