报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,27.282,3.5663,7.65,2.89,-4.16%,-2908.96万,-4964.79%,2.8,9.4401,,2.7321,PS；PE,4.87亿,-8431.36万,-10.16%,9.87亿,1.76亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,济南产发科技集团有限公司
2026-03-31,27.282,3.5663,7.65,2.89,-4.16%,-2908.96万,-4964.79%,2.8,2.36,,2.7321,PS；PE,4.87亿,-8431.36万,-10.16%,9.87亿,1.76亿,,,济南产发科技集团有限公司
2025,32.846,3.5663,9.21,12.25,-5.39%,-2.34亿,-447.20%,2.88,2.6813,,3.1979,PS；PE,5.58亿,-5522.39万,-20.49%,10.17亿,1.63亿,0.1,,济南产发科技集团有限公司
2024,36.412,3.5663,10.21,12.95,-2.53%,6748.36万,-11.86%,3.64,2.8117,53.7368,2.8049,PS；PE,5.99亿,2.15亿,4.35%,13.04亿,1.84亿,0.1,,济南产发科技集团有限公司
2023,43.117,3.5663,12.09,13.29,-13.90%,7656.52万,-9.85%,3.55,3.2443,57.5714,3.4056,PS；PE,6.25亿,1.86亿,5.12%,12.83亿,1.58亿,0.1,,济南产发科技集团有限公司
2022,21.178,2.7433,7.72,15.43,-5.08%,8493.42万,27.67%,3.46,1.3725,28.5926,2.2312,PS；PE,6.19亿,1.51亿,5.59%,12.37亿,2.01亿,,,济南产发科技集团有限公司
2021,21.343,2.7433,7.78,16.26,31.65%,6652.77万,5.82%,2.62,1.3126,32.4167,2.9695,PS；PE,2.50亿,6890.27万,4.17%,7.19亿,2.42亿,,,济南产发科技集团有限公司
2020,21.315,2.7433,7.77,12.35,-1.03%,6286.83万,-5.50%,2.53,1.7259,33.7826,3.0711,PS；PE,3.59亿,237.50万,5.10%,6.93亿,1.54亿,,,济南产发科技集团有限公司
2019,23.236,2.7433,8.47,12.48,-6.72%,6652.74万,126.01%,2.25,1.8619,35.2917,3.7644,PS；PE,2.50亿,-5679.67万,5.21%,6.16亿,1.20亿,,,济南产发科技集团有限公司
2018,15.69,2.7478,5.71,13.38,-19.02%,-2.56亿,-2057.60%,2.02,1.1726,,2.8267,PS；PE,2.93亿,-1.23亿,-20.42%,5.56亿,1.39亿,,,济南产发科技集团有限公司
2017,,,9.25,16.52,27.77%,1306.50万,830.65%,3.1,,185.0,2.9839,PS；PE,3.22亿,9970.52万,1.51%,9.03亿,2.03亿,,,济南产发科技集团有限公司
2016,,,14.68,12.93,40.21%,-178.81万,-111.14%,3.11,,,4.7203,PS；PE,2.94亿,9481.11万,1.07%,10.37亿,2.14亿,0.016,,济南产发科技集团有限公司
2015,,,15.23,9.22,46.79%,1605.31万,133.54%,3.15,,253.8333,4.8349,PS；PE,2.96亿,1.02亿,3.34%,9.98亿,1.66亿,,,济南产发科技集团有限公司
2014,,,8.65,6.28,3.54%,-4785.94万,-292.03%,2.59,,,3.3398,PS；PE,2.37亿,8839.50万,-7.88%,7.15亿,8221.37万,0.03,,济南产发科技集团有限公司
2013,,,7.0,6.07,10.31%,2492.24万,-47.55%,3.53,,70.0,1.983,PS；PE,2.01亿,1.42亿,3.89%,6.92亿,9452.69万,0.1,,济南产发科技集团有限公司
2012,,,6.15,5.5,-0.82%,4751.61万,-11.56%,6.91,,21.2069,0.89,PS；PE,4.06亿,1.29亿,8.58%,6.83亿,8275.16万,0.2,,济南产发科技集团有限公司
2011,,,,5.55,13.84%,5372.55万,14.07%,3.08,,,,PS；PE,1.12亿,1.04亿,9.70%,2.24亿,8505.96万,,,济南产发科技集团有限公司
2010,,,,4.87,71.20%,4709.87万,97.18%,2.34,,,,PS；PE,8908.70万,5475.11万,9.74%,1.70亿,7777.33万,,,济南产发科技集团有限公司
