报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,21.502,1.8315,11.74,1.91,14.38%,1424.76万,17.73%,8.35,11.2576,146.75,1.406,PE；PB,6.56亿,6.41亿,7.47%,15.29亿,1.06亿,0.12,,佛山市顺德区德美化工集团有限公司
2026-03-31,21.502,1.8315,11.74,1.91,14.38%,1424.76万,17.73%,8.35,2.8144,146.75,1.406,PE；PB,6.56亿,6.41亿,7.47%,15.29亿,1.06亿,0.12,,佛山市顺德区德美化工集团有限公司
2025,22.07,1.8315,12.05,6.18,2.81%,5667.27万,-11.65%,8.27,3.5712,38.871,1.4571,PE；PB,6.44亿,6.26亿,8.89%,15.14亿,1.09亿,0.12,,佛山市顺德区德美化工集团有限公司
2024,19.396,1.8315,10.59,6.01,19.99%,6414.23万,-41.69%,8.12,3.2273,30.2571,1.3042,PE；PB,6.84亿,5.97亿,9.72%,14.87亿,1.14亿,0.2,,佛山市顺德区德美化工集团有限公司
2023,23.956,1.8315,13.08,5.01,0.85%,1.10亿,39.36%,7.97,4.7816,21.4426,1.6412,PE；PB,6.94亿,5.76亿,21.91%,14.61亿,9853.95万,0.13999999999999999,,佛山市顺德区德美化工集团有限公司
2022,15.173,1.4088,10.77,4.97,0.37%,7893.06万,23.68%,7.5,3.0529,22.9149,1.436,PE；PB,8.40亿,4.98亿,15.89%,13.76亿,5795.60万,0.11000000000000001,,佛山市顺德区德美化工集团有限公司
2021,16.598,1.409,11.78,4.95,27.06%,6381.61万,-42.49%,6.55,3.3531,26.1778,1.7985,PE；PB,5.80亿,4.44亿,12.89%,9.24亿,6872.64万,0.24,,佛山市顺德区德美化工集团有限公司
2020,13.677,1.0064,13.59,3.9,15.05%,1.11亿,54.03%,6.31,3.5069,17.2025,2.1537,PE；PB,6.30亿,4.16亿,28.48%,8.91亿,5221.61万,0.22000000000000003,,佛山市顺德区德美化工集团有限公司
2019,11.478,1.0095,11.37,3.39,10.96%,7204.07万,76.47%,7.91,3.3858,22.2941,1.4374,PE；PB,5.14亿,3.34亿,21.28%,7.96亿,3872.11万,0.13,,佛山市顺德区德美化工集团有限公司
2018,9.25,1.0,9.25,3.05,1.30%,4082.36万,-19.28%,7.28,3.0328,22.561,1.2706,PE；PB,9747.67万,2.80亿,13.38%,7.35亿,4693.32万,0.16,,佛山市顺德区德美化工集团有限公司
2017,,,14.59,3.01,6.74%,5057.43万,-25.91%,7.08,,27.0185,2.0607,PE；PB,1.68亿,2.57亿,16.79%,7.08亿,4633.22万,,,佛山市顺德区德美化工集团有限公司
2016,,,,2.82,4.95%,6825.80万,1.36%,5.42,,,,PE；PB,2.02亿,2.30亿,24.19%,4.06亿,3493.96万,,,佛山市顺德区德美化工集团有限公司
2015,,,,2.69,-7.92%,6734.04万,-1.72%,4.78,,,,PE；PB,1.39亿,1.89亿,25.04%,3.58亿,2590.17万,,,佛山市顺德区德美化工集团有限公司
2014,,,,2.92,4.85%,6851.71万,4.73%,4.05,,,,PE；PB,1.63亿,1.42亿,23.46%,3.04亿,2816.61万,,,佛山市顺德区德美化工集团有限公司
2013,,,,2.79,7.83%,6542.18万,4.75%,3.36,,,,PE；PB,1.38亿,9667.54万,23.49%,2.52亿,2816.34万,,,佛山市顺德区德美化工集团有限公司
2012,,,,2.58,False,6245.58万,False,2.7,,,,PE；PB,1.17亿,5381.96万,24.18%,2.03亿,3129.54万,,,佛山市顺德区德美化工集团有限公司
