报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,28.62,1.08,26.5,1.86,5.46%,609.12万,-45.49%,12.49,15.3871,441.6667,2.1217,PE；PB,2.47亿,4.35亿,3.82%,13.80亿,8990.67万,,20%: 最新年度净利润同比下降,联盛化学集团有限公司
2026-03-31,28.62,1.08,26.5,1.86,5.46%,609.12万,-45.49%,12.49,3.8468,441.6667,2.1217,PE；PB,2.47亿,4.35亿,3.82%,13.80亿,8990.67万,,,联盛化学集团有限公司
2025,32.357,1.08,29.96,6.93,9.63%,1385.26万,-19.74%,12.43,4.6691,230.4615,2.4103,PE；PB,3.10亿,4.29亿,2.37%,13.72亿,8732.78万,0.12,,联盛化学集团有限公司
2024,22.226,1.08,20.58,6.32,-4.47%,1725.89万,-75.73%,12.41,3.5168,128.625,1.6583,PE；PB,3.42亿,4.30亿,2.44%,13.71亿,9511.11万,0.198,,联盛化学集团有限公司
2023,28.75,1.08,26.62,6.62,-36.41%,7111.28万,-61.13%,12.44,4.3429,40.3333,2.1399,PE；PB,6.84亿,4.36亿,10.84%,13.76亿,1.16亿,0.38,,联盛化学集团有限公司
2022,34.992,1.08,32.4,10.41,24.98%,1.83亿,106.69%,12.16,3.3614,17.5135,2.6645,PE；PB,7.60亿,4.12亿,18.36%,13.45亿,1.07亿,0.205,,联盛化学集团有限公司
2021,,,,8.33,22.55%,8852.07万,-9.43%,5.25,,,,PE；PB,1.49亿,2.69亿,11.14%,4.54亿,7746.53万,,,联盛化学集团有限公司
2020,,,,6.8,24.55%,9774.25万,67.01%,4.18,,,,PE；PB,9701.50万,1.88亿,15.80%,3.63亿,7648.66万,,,联盛化学集团有限公司
2019,,,,5.46,18.43%,5852.45万,101.94%,3.16,,,,PE；PB,8041.17万,1.12亿,11.59%,2.69亿,6307.67万,,,联盛化学集团有限公司
2018,,,,4.61,8.30%,2898.16万,133.49%,2.78,,,,PE；PB,6948.25万,6440.41万,6.97%,2.33亿,7782.92万,,,联盛化学集团有限公司
2017,,,,4.25,8.23%,1241.26万,-69.42%,2.22,,,,PE；PB,6496.35万,3927.51万,3.98%,1.85亿,6849.35万,,,联盛化学集团有限公司
2016,,,,3.93,-12.31%,4058.48万,28.13%,1.76,,,,PE；PB,5206.29万,3201.95万,12.05%,1.44亿,6923.77万,,,联盛化学集团有限公司
2015,,,,4.48,-14.05%,3167.41万,351.72%,1.33,,,,PE；PB,4287.88万,4172.96万,6.77%,1.37亿,3734.42万,,,联盛化学集团有限公司
2014,,,,3.41,False,701.18万,False,1.03,,,,PE；PB,6565.59万,63.94万,2.06%,4756.81万,2988.84万,,,联盛化学集团有限公司
