报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,40.056,1.4471,27.68,3.1003,3.23,9.84%,569.82万,-80.90%,12.10,5.37亿,7.71亿,1.76%,17.50亿,3.27亿
2025,42.82,1.4471,29.59,3.1324,13.67,-2.48%,7341.09万,-63.89%,12.06,7.17亿,7.65亿,5.37%,17.46亿,2.75亿
2024,30.337,1.1178,27.14,2.1638,14.02,14.37%,2.03亿,-2.26%,15.68,11.39亿,7.97亿,14.50%,17.52亿,2.19亿
2023,36.4,1.1084,32.84,2.969,12.26,17.62%,2.08亿,21.92%,14.28,11.67亿,6.47亿,16.97%,15.83亿,1.77亿
2022,34.807,1.1149,31.22,3.3404,10.42,-20.89%,1.71亿,-18.80%,12.55,10.39亿,4.82亿,16.37%,13.99亿,2.20亿
2021,34.155,1.11,30.77,2.5934,13.17,32.49%,2.10亿,20.98%,11.08,7.33亿,3.71亿,15.95%,12.30亿,3.79亿
2020,33.362,1.096,30.44,3.3563,9.94,42.74%,1.74亿,50.03%,9.45,7.59亿,2.24亿,17.47%,10.35亿,2.20亿
2019,,,,,6.97,22.72%,1.16亿,34.96%,4.81,1.81亿,1.68亿,16.62%,3.96亿,1.02亿
2018,,,,,5.68,19.29%,8576.86万,0.0074%,4.16,1.21亿,1.32亿,15.11%,3.42亿,1.16亿
2017,,,,,4.76,35.42%,8576.23万,-5.54%,3.41,7493.68万,8490.56万,18.03%,2.80亿,1.12亿
2016,,,,,3.51,False,9078.90万,False,8.96,5986.84万,1.27亿,25.84%,1.79亿,8943.31万
