报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,254.26,4.1888,60.7,7.0,17.65%,1381.71万,92.19%,7.1,36.3229,1839.3939,8.5493,PE；PB,7.59亿,16.25亿,1.95%,29.86亿,6.23亿,0.025,,上海鸣志投资管理有限公司
2026-03-31,254.26,4.1888,60.7,7.0,17.65%,1381.71万,92.19%,7.1,9.0807,1839.3939,8.5493,PE；PB,7.59亿,16.25亿,1.95%,29.86亿,6.23亿,0.025,,上海鸣志投资管理有限公司
2025,303.06,4.1888,72.35,27.62,14.32%,6112.80万,-21.54%,7.11,10.9725,495.8876,10.1758,PE；PB,8.71亿,16.11亿,2.27%,29.88亿,5.95亿,0.024,,上海鸣志投资管理有限公司
2024,226.754,4.2007,53.98,24.16,-4.99%,7790.70万,-44.53%,6.95,9.3855,290.8405,7.7669,PE；PB,6.97亿,15.67亿,3.29%,29.22亿,5.72亿,0.04,,上海鸣志投资管理有限公司
2023,276.231,4.2006,65.76,25.43,-14.09%,1.40亿,-43.20%,6.78,10.8624,195.0756,9.6991,PE；PB,5.51亿,15.11亿,5.58%,28.55亿,6.43亿,0.06999999999999999,,上海鸣志投资管理有限公司
2022,139.661,4.2016,33.24,29.6,9.05%,2.47亿,-11.58%,6.45,4.7183,56.0351,5.1535,PE；PB,5.60亿,14.07亿,8.41%,27.17亿,7.48亿,0.1,,上海鸣志投资管理有限公司
2021,97.926,4.16,23.54,27.14,22.66%,2.80亿,39.27%,5.81,3.6082,35.0715,4.0516,PE；PB,6.17亿,12.11亿,10.37%,24.45亿,5.78亿,0.049,,上海鸣志投资管理有限公司
2020,64.147,4.16,15.42,22.13,7.52%,2.01亿,14.97%,5.24,2.8986,31.9453,2.9427,PE；PB,6.98亿,9.66亿,9.12%,21.82亿,3.41亿,0.041999999999999996,,上海鸣志投资管理有限公司
2019,45.469,4.16,10.93,20.58,8.65%,1.75亿,4.67%,4.83,2.2094,26.0362,2.2629,PE；PB,7.00亿,7.93亿,8.48%,20.10亿,3.21亿,0.040999999999999995,,上海鸣志投资管理有限公司
2018,39.808,3.2,12.44,18.94,16.31%,1.67亿,0.53%,4.44,2.1018,28.6306,2.8018,PE；PB,4.47亿,6.40亿,8.80%,18.48亿,3.34亿,0.052000000000000005,,上海鸣志投资管理有限公司
2017,,,17.94,16.28,10.43%,1.66亿,5.85%,5.28,,30.9845,3.3977,PE；PB,5.00亿,4.99亿,10.20%,16.90亿,2.55亿,,,上海鸣志投资管理有限公司
2016,,,,14.75,25.70%,1.57亿,59.97%,3.23,,,,PE；PB,1.56亿,3.88亿,10.64%,7.75亿,2.09亿,,,上海鸣志投资管理有限公司
2015,,,,11.73,4.53%,9802.62万,5.51%,2.66,,,,PE；PB,1.34亿,2.65亿,8.36%,6.38亿,1.77亿,,,上海鸣志投资管理有限公司
2014,,,,11.22,20.23%,9290.89万,25.68%,2.29,,,,PE；PB,1.44亿,1.86亿,8.32%,5.50亿,1.64亿,,,上海鸣志投资管理有限公司
2013,,,,9.33,3.77%,7392.56万,27.24%,1.97,,,,PE；PB,1.34亿,1.11亿,8.09%,4.77亿,1.18亿,,,上海鸣志投资管理有限公司
2012,,,,8.99,False,5809.79万,False,1.7,,,,PE；PB,7239.84万,5189.68万,7.27%,4.12亿,1.53亿,,,上海鸣志投资管理有限公司
