报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,49.296,1.56,31.6,1.15,-29.25%,-1222.86万,-260.02%,9.28,42.8661,,3.4052,PE；PB,8.65亿,6.79亿,-10.59%,14.48亿,2.01亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,李全用
2026-03-31,49.296,1.56,31.6,1.15,-29.25%,-1222.86万,-260.02%,9.28,10.7165,,3.4052,PE；PB,8.65亿,6.79亿,-10.59%,14.48亿,2.01亿,,,李全用
2025,66.986,1.56,42.94,10.52,4.68%,1.37亿,-4.02%,9.36,6.3675,42.94,4.5876,PE；PB,10.41亿,6.91亿,13.02%,14.60亿,1.66亿,0.6,,李全用
2024,,,,10.05,7.97%,1.43亿,15.11%,7.29,,,,PE；PB,3.64亿,6.59亿,14.21%,8.53亿,1.88亿,,,李全用
2023,,,,9.31,19.08%,1.24亿,5.60%,6.07,,,,PE；PB,2.41亿,5.29亿,13.32%,7.11亿,2.37亿,,,李全用
2022,,,,7.82,27.04%,1.17亿,10.69%,5.01,,,,PE；PB,2.05亿,4.15亿,15.02%,5.87亿,2.23亿,,,李全用
2021,,,,6.15,32.42%,1.06亿,38.89%,4.01,,,,PE；PB,2.47亿,3.08亿,17.24%,4.69亿,2.34亿,,,李全用
2020,,,,4.65,21.28%,7640.43万,34.57%,3.3,,,,PE；PB,1.55亿,2.34亿,16.44%,3.86亿,1.34亿,,,李全用
2019,,,,3.83,34.98%,5677.48万,3.86%,2.65,,,,PE；PB,8862.00万,1.64亿,14.82%,3.10亿,8861.41万,,,李全用
2018,,,,2.84,False,5466.40万,False,2.8,,,,PE；PB,1.22亿,1.32亿,19.26%,2.73亿,6191.83万,,,李全用
2016,,,,2.04,19.40%,3805.57万,15.30%,2.57,,,,PE；PB,6605.23万,5128.97万,18.68%,1.14亿,3195.72万,,,李全用
2015,,,,1.71,106.25%,3300.56万,367.66%,2.49,,,,PE；PB,2926.19万,3287.66万,19.34%,7860.64万,1564.59万,,,李全用
2014,,,,0.827364,13.58%,705.77万,65.58%,1.37,,,,PE；PB,1595.40万,527.16万,8.53%,4099.66万,1106.30万,,,李全用
2013,,,,0.728444,28.58%,426.25万,258.67%,1.6,,,,PE；PB,1410.64万,762.35万,5.85%,3193.90万,1253.31万,,,李全用
2012,,,,0.566549,False,118.84万,False,1.41,,,,PE；PB,276.28万,428.73万,2.10%,2817.65万,1354.37万,,,李全用
