报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,183.837,21.2283,8.66,116.4,1.32%,1.68亿,6.64%,10.62,1.5794,108.25,0.8154,PE；PB,164.59亿,124.24亿,1.46%,309.64亿,55.24亿,,,上海华谊控股集团有限公司
2026-03-31,183.837,21.2283,8.66,116.4,1.32%,1.68亿,6.64%,10.62,0.3948,108.25,0.8154,PE；PB,164.59亿,124.24亿,1.46%,309.64亿,55.24亿,,,上海华谊控股集团有限公司
2025,164.335,21.3145,7.71,464.37,-6.55%,5.55亿,-47.68%,10.54,0.3539,29.6538,0.7315,PE；PB,145.94亿,122.56亿,1.21%,308.19亿,55.68亿,0.18,,上海华谊控股集团有限公司
2024,145.791,21.3145,6.84,496.9,9.20%,10.60亿,23.13%,10.62,0.2934,13.68,0.6441,PE；PB,174.85亿,121.00亿,2.80%,343.43亿,61.84亿,0.13,,上海华谊控股集团有限公司
2023,131.297,21.3145,6.16,413.01,6.14%,8.61亿,-32.79%,10.44,0.3179,15.4,0.59,PE；PB,179.30亿,100.58亿,3.29%,276.59亿,49.73亿,0.19,,上海华谊控股集团有限公司
2022,124.84,21.3038,5.86,389.37,-2.74%,12.81亿,-56.83%,10.21,0.3206,9.7667,0.5739,PE；PB,179.38亿,100.52亿,4.40%,260.50亿,47.66亿,0.42000000000000004,,上海华谊控股集团有限公司
2021,169.056,21.053,8.03,400.34,40.87%,29.68亿,600.86%,10.07,0.4223,5.777,0.7974,PE；PB,113.41亿,98.16亿,8.90%,248.30亿,46.64亿,0.06,,上海华谊控股集团有限公司
2020,106.949,21.053,5.08,284.19,-24.88%,4.23亿,-32.25%,8.83,0.3763,25.4,0.5753,PE；PB,106.37亿,70.26亿,1.45%,211.15亿,42.19亿,0.1,,上海华谊控股集团有限公司
2019,121.117,21.1743,5.72,378.31,-15.02%,6.25亿,-65.42%,8.72,0.3202,19.0667,0.656,PE；PB,139.31亿,69.42亿,1.70%,208.08亿,43.20亿,0.26,,上海华谊控股集团有限公司
2018,142.291,21.1743,6.72,445.18,1.76%,18.07亿,218.24%,8.53,0.3196,7.9059,0.7878,PE；PB,136.01亿,67.01亿,3.90%,202.37亿,41.44亿,0.1,,上海华谊控股集团有限公司
2017,,,7.03,437.47,4.42%,5.68亿,36.24%,7.86,,26.037,0.8944,PE；PB,113.35亿,51.31亿,1.03%,189.81亿,39.10亿,0.06,,上海华谊控股集团有限公司
2016,,,11.02,418.86,0.80%,4.17亿,-40.80%,7.67,,55.1,1.4368,PE；PB,76.89亿,46.97亿,1.21%,193.44亿,35.43亿,0.10500000000000001,,上海华谊控股集团有限公司
2015,,,15.46,407.03,19.92%,7.04亿,-45.17%,7.59,,40.6842,2.0369,PE；PB,60.53亿,45.10亿,1.30%,187.90亿,34.50亿,0.15,,上海华谊控股集团有限公司
2014,,,11.78,339.41,2.78%,12.84亿,320.08%,3.4,,16.7806,3.4647,PE；PB,42.72亿,39.41亿,3.05%,147.24亿,34.91亿,0.10800000000000001,,上海华谊控股集团有限公司
2013,,,7.71,143.32,18.43%,3.06亿,4.63%,3.06,,22.4128,2.5196,PE；PB,11.12亿,9.16亿,2.12%,41.27亿,18.01亿,0.1,,上海华谊控股集团有限公司
2012,,,6.66,121.02,10.75%,2.92亿,65.36%,2.8,,20.3049,2.3786,PE；PB,8.51亿,7.34亿,2.75%,38.52亿,19.53亿,0.057999999999999996,,上海华谊控股集团有限公司
2011,,,7.83,109.27,20.14%,1.77亿,-39.20%,2.55,,39.3467,3.0706,PE；PB,4.82亿,5.36亿,0.92%,29.33亿,19.23亿,0.10800000000000001,,上海华谊控股集团有限公司
2010,,,13.23,90.95,24.69%,2.91亿,70.17%,2.51,,40.0909,5.2709,PE；PB,4.37亿,4.80亿,2.38%,26.46亿,14.41亿,,,上海华谊控股集团有限公司
