报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,53.028,2.0178,26.28,2.8945,4.58,14.82%,7767.47万,74.56%,11.17,6.10亿,5.47亿,17.08%,22.68亿,2.76亿
2025,41.943,2.0233,20.73,2.4951,16.81,40.07%,2.53亿,1356.01%,10.74,4.71亿,4.70亿,15.08%,21.86亿,2.68亿
2024,16.527,1.6577,9.97,1.3772,12.0,17.71%,-2015.56万,-220.11%,8.19,5.27亿,2.77亿,-1.65%,14.65亿,2.48亿
2023,23.291,1.6589,14.04,2.2834,10.2,-0.31%,1678.08万,-68.16%,8.33,5.98亿,3.42亿,1.65%,15.09亿,2.29亿
2022,32.313,1.6605,19.46,3.1587,10.23,2.68%,5270.65万,-60.33%,8.52,7.86亿,3.76亿,5.15%,15.41亿,1.99亿
2021,44.389,1.6625,26.7,4.4567,9.96,28.14%,1.33亿,-11.52%,8.83,10.98亿,3.82亿,13.34%,16.19亿,2.32亿
2020,27.351,1.1051,24.75,3.5201,7.77,81.98%,1.50亿,118.36%,12.48,5.86亿,3.12亿,19.31%,13.79亿,1.27亿
2019,,,,,4.27,1.27%,6876.64万,-3.69%,4.57,1.04亿,1.73亿,16.10%,3.78亿,7241.56万
2018,,,,,4.22,5.54%,7140.16万,-19.25%,3.92,9945.47万,1.24亿,16.92%,3.25亿,8227.99万
2017,,,,,4.0,55.06%,8842.43万,78.91%,2.79,5344.44万,7724.91万,22.12%,2.23亿,5790.27万
2016,,,,,2.58,False,4942.31万,False,1.93,5227.81万,1582.52万,19.16%,1.55亿,4796.24万
