报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,83.082,1.1128,74.66,9.938,2.09,47.25%,1656.53万,680.22%,9.30,6106.57万,2.48亿,7.91%,10.35亿,3.88亿
2025,107.786,1.1128,96.86,12.2623,8.79,14.82%,4998.46万,93.52%,9.15,5971.46万,2.31亿,5.69%,10.18亿,3.77亿
2024,21.907,0.7949,27.56,2.8637,7.65,15.31%,2582.94万,-12.27%,12.74,1.90亿,2.33亿,3.38%,10.13亿,4.00亿
2023,25.658,0.5421,47.33,3.8642,6.64,5.16%,2944.11万,-50.71%,16.30,5330.30万,2.41亿,4.54%,8.83亿,3.70亿
2022,11.44,0.5409,21.15,1.813,6.31,16.68%,5972.85万,-18.19%,16.00,9259.49万,2.28亿,9.36%,8.65亿,3.44亿
2021,14.567,0.5397,26.99,2.6926,5.41,31.73%,7300.67万,37.14%,15.06,1.64亿,1.84亿,13.50%,8.13亿,3.02亿
2020,11.253,0.5397,20.85,2.738,4.11,6.71%,5323.47万,16.75%,14.19,3.24亿,1.45亿,12.97%,7.66亿,2.01亿
2019,,,,,3.85,-9.97%,4559.82万,-20.92%,8.17,2570.28万,9700.55万,11.85%,3.31亿,1.47亿
2018,,,,,4.27,28.28%,5766.26万,57.43%,7.48,1266.46万,7628.99万,13.49%,3.03亿,1.95亿
2017,,,,,3.33,62.36%,3662.86万,279.94%,5.26,2462.45万,3937.62万,10.99%,1.96亿,1.75亿
2016,,,,,2.05,21.27%,964.05万,505.19%,3.72,1527.96万,647.21万,4.70%,1.30亿,1.20亿
2015,,,,,1.69,-24.11%,-237.93万,-178.72%,3.45,2143.30万,-193.95万,-1.42%,1.21亿,8415.33万
2014,,,,,2.23,8.65%,302.23万,-15.02%,3.56,1458.74万,6447.40万,1.35%,1.08亿,1.02亿
2013,,,,,2.05,False,355.63万,False,3.46,1719.83万,6177.51万,1.73%,1.05亿,9847.75万
