报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,140.094,8.2263,17.03,4.6512,7.53,4.88%,4186.79万,-14.09%,2.57,5.18亿,6.47亿,5.92%,21.47亿,5.26亿
2025,169.462,8.2263,20.6,4.7749,35.49,31.76%,1.81亿,21.05%,2.52,4.91亿,6.05亿,5.67%,21.03亿,5.06亿
2024,93.122,8.2263,11.32,3.4579,26.93,48.04%,1.49亿,93.15%,2.36,4.89亿,4.80亿,6.27%,19.51亿,5.02亿
2023,104.785,7.8964,13.27,5.7606,18.19,31.24%,7720.43万,387.91%,1.86,2.69亿,3.59亿,4.66%,14.58亿,4.78亿
2022,72.726,7.8964,9.21,5.2472,13.86,17.70%,1582.36万,-53.67%,1.76,3.53亿,2.83亿,1.32%,13.73亿,4.19亿
2021,49.589,7.8964,6.28,4.2096,11.78,6.88%,3415.63万,-16.38%,1.74,2.66亿,2.68亿,2.17%,13.55亿,3.29亿
2020,45.878,7.8964,5.81,4.1632,11.02,12.19%,4084.60万,123.11%,1.70,1.67亿,2.35亿,3.14%,13.29亿,2.54亿
2019,36.087,7.8964,4.57,3.6748,9.82,-13.30%,-1.77亿,-2527.90%,1.65,2.02亿,1.94亿,-19.94%,12.95亿,2.17亿
2018,32.849,7.8964,4.16,2.8993,11.33,-1.83%,727.84万,-77.71%,1.87,1.90亿,3.71亿,0.17%,14.91亿,2.97亿
2017,,,8.22,,11.54,1.57%,3265.61万,-48.56%,1.87,1.84亿,3.65亿,2.32%,14.89亿,2.80亿
2016,,,12.2,,11.36,35.65%,6348.75万,18.58%,4.67,1.45亿,3.68亿,5.81%,14.94亿,2.45亿
2015,,,13.26,,8.38,3.26%,5354.08万,23.44%,4.57,5.03亿,3.41亿,6.20%,14.62亿,2.52亿
2014,,,10.22,,8.11,20.26%,4337.47万,-11.16%,4.50,7.60亿,3.23亿,4.50%,14.42亿,2.02亿
2013,,,7.76,,6.75,23.02%,4882.40万,-32.31%,2.68,6695.01万,3.10亿,6.75%,7.75亿,1.81亿
2012,,,6.45,,5.48,-12.39%,7212.72万,-36.10%,2.58,7854.37万,2.90亿,12.56%,7.34亿,1.36亿
2011,,,,,6.26,14.65%,1.13亿,9.16%,2.44,4323.41万,2.56亿,17.68%,6.62亿,1.22亿
2010,,,,,5.46,49.46%,1.03亿,55.83%,2.10,6530.15万,1.77亿,19.11%,5.77亿,1.38亿
