报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,73.917,13.9994,5.28,11.29,14.57%,1.40亿,-14.57%,4.61,6.5471,52.6421,1.1453,PE；PS,39.89亿,38.22亿,15.78%,71.10亿,3.89亿,,20%: 最新年度净利润同比下降,仁和(集团)发展有限公司
2026-03-31,73.917,13.9994,5.28,11.29,14.57%,1.40亿,-14.57%,4.61,1.6368,52.6421,1.1453,PE；PS,39.89亿,38.22亿,15.78%,71.10亿,3.89亿,,,仁和(集团)发展有限公司
2025,79.097,13.9994,5.65,35.36,-13.21%,3.93亿,-18.41%,4.51,2.2369,20.1786,1.2528,PE；PS,38.67亿,36.82亿,13.79%,69.32亿,5.31亿,0.15,,仁和(集团)发展有限公司
2024,78.537,13.9994,5.61,40.75,-19.02%,4.82亿,-15.05%,4.41,1.9273,16.0286,1.2721,PE；PS,33.46亿,35.44亿,13.90%,68.06亿,4.87亿,0.2,,仁和(集团)发展有限公司
2023,87.356,13.9994,6.24,50.32,-2.35%,5.67亿,-1.25%,4.28,1.736,15.2195,1.4579,PE；PS,33.79亿,33.92亿,12.51%,66.55亿,4.47亿,0.2,,仁和(集团)发展有限公司
2022,78.957,13.9994,5.64,51.53,4.41%,5.74亿,-13.62%,4.1,1.5323,13.7561,1.3756,PE；PS,32.42亿,31.42亿,13.81%,64.22亿,4.58亿,0.1,,仁和(集团)发展有限公司
2021,117.035,13.9994,8.36,49.36,15.38%,6.65亿,14.62%,3.78,2.371,17.4167,2.2116,PE；PS,26.76亿,27.43亿,16.21%,59.27亿,6.01亿,0.2,,仁和(集团)发展有限公司
2020,66.623,12.3834,5.38,42.78,-10.37%,5.80亿,7.87%,3.62,1.5573,11.6957,1.4862,PE；PS,21.87亿,24.31亿,16.02%,56.39亿,4.65亿,0.1,,仁和(集团)发展有限公司
2019,67.737,12.3834,5.47,45.81,4.04%,5.38亿,6.19%,3.07,1.4787,12.7209,1.7818,PE；PS,22.24亿,20.21亿,13.52%,43.52亿,5.23亿,0.1,,仁和(集团)发展有限公司
2018,57.954,12.3834,4.68,44.03,14.56%,5.06亿,33.20%,2.74,1.3162,11.4146,1.708,PE；PS,17.64亿,16.07亿,13.26%,39.15亿,5.33亿,0.1,,仁和(集团)发展有限公司
2017,,,4.38,38.44,7.76%,3.80亿,2.11%,2.43,,14.129,1.8025,PE；PS,13.62亿,12.56亿,11.48%,34.72亿,4.56亿,0.1,,仁和(集团)发展有限公司
2016,,,5.82,35.67,41.34%,3.72亿,-4.84%,2.22,,19.4,2.6216,PE；PS,10.52亿,10.17亿,12.08%,32.04亿,4.57亿,,,仁和(集团)发展有限公司
2015,,,8.73,25.24,12.01%,3.91亿,30.04%,1.93,,27.2812,4.5233,PE；PS,8.16亿,6.85亿,17.26%,26.01亿,3.69亿,0.03,,仁和(集团)发展有限公司
2014,,,5.09,22.53,25.22%,3.01亿,54.96%,2.05,,21.2083,2.4829,PE；PS,6.41亿,5.91亿,14.37%,21.62亿,3.03亿,0.1,,仁和(集团)发展有限公司
2013,,,3.49,17.99,-13.80%,1.94亿,-23.99%,1.84,,17.45,1.8967,PE；PS,5.44亿,4.01亿,12.00%,19.39亿,2.52亿,,,仁和(集团)发展有限公司
2012,,,3.6,20.88,-10.84%,2.55亿,-21.15%,1.64,,13.8462,2.1951,PE；PS,4.55亿,2.31亿,13.23%,17.12亿,2.01亿,0.055600000000000004,,仁和(集团)发展有限公司
2011,,,5.14,23.41,61.53%,3.24亿,47.58%,1.77,,15.1176,2.904,PE；PS,2.96亿,3.64亿,13.85%,12.62亿,2.11亿,0.055600000000000004,,仁和(集团)发展有限公司
2010,,,6.52,13.67,39.07%,2.20亿,30.12%,2.08,,12.5385,3.1346,PE；PS,2.89亿,3.93亿,16.51%,9.12亿,1.39亿,0.3,,仁和(集团)发展有限公司
