报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,24.963,7.6573,3.26,4.07,-10.05%,523.61万,-71.70%,0.24,6.1334,326.0,13.5833,PE；PS,3.14亿,-18.86亿,1.28%,1.63亿,1.30亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,张家港悦升科技合伙企业(有限合伙)
2026-03-31,24.963,7.6573,3.26,4.07,-10.05%,523.61万,-71.70%,0.24,1.5334,326.0,13.5833,PE；PS,3.14亿,-18.86亿,1.28%,1.63亿,1.30亿,,,张家港悦升科技合伙企业(有限合伙)
2025,30.399,7.6573,3.97,18.07,-10.10%,4129.13万,1.80%,0.23,1.6823,79.4,17.2609,PE；PS,4.06亿,-18.91亿,2.32%,1.57亿,1.33亿,,,张家港悦升科技合伙企业(有限合伙)
2024,23.967,7.6573,3.13,20.1,-7.54%,4056.19万,-18.36%,0.18,1.1924,62.6,17.3889,PE；PS,5.21亿,-19.33亿,2.05%,1.15亿,1.49亿,,,张家港悦升科技合伙企业(有限合伙)
2023,29.021,7.6573,3.79,21.74,7.54%,4968.16万,423.33%,0.12,1.3349,63.1667,31.5833,PE；PS,7.07亿,-19.73亿,2.31%,7480.62万,1.83亿,,,张家港悦升科技合伙企业(有限合伙)
2022,32.069,7.7648,4.13,20.21,-33.27%,-1536.57万,98.52%,0.06,1.5868,,68.8333,PE；PS,9.84亿,-20.23亿,-0.78%,2679.68万,1.76亿,,,张家港悦升科技合伙企业(有限合伙)
2021,31.292,7.7648,4.03,30.29,-1.77%,-10.39亿,-126.35%,0.08,1.0331,,50.375,PE；PS,10.36亿,-20.07亿,-35.23%,5083.91万,1.65亿,,,张家港悦升科技合伙企业(有限合伙)
2020,23.217,7.7648,2.99,30.83,3.40%,-4.59亿,-7.95%,1.23,0.7531,,2.4309,PE；PS,15.21亿,-9.68亿,-15.28%,9.68亿,2.67亿,,,张家港悦升科技合伙企业(有限合伙)
2019,29.04,7.7648,3.74,29.82,-36.70%,-4.25亿,-4204.09%,1.82,0.9738,,2.0549,PE；PS,7.21亿,-5.09亿,-19.09%,14.42亿,3.71亿,,,张家港悦升科技合伙企业(有限合伙)
2018,28.237,7.3534,3.84,47.11,-12.30%,1035.98万,-93.25%,2.41,0.5994,384.0,1.5934,PE；PS,8.97亿,-8422.55万,-0.98%,20.23亿,7.02亿,,,张家港悦升科技合伙企业(有限合伙)
2017,,,6.01,53.72,10.06%,1.54亿,-40.79%,2.04,,28.619,2.9461,PE；PS,12.13亿,-9458.52万,3.02%,16.91亿,4.97亿,,,张家港悦升科技合伙企业(有限合伙)
2016,,,10.23,48.76,28.02%,2.59亿,90.81%,1.62,,26.9211,6.3148,PE；PS,6.97亿,-2.46亿,5.61%,13.37亿,4.43亿,,,张家港悦升科技合伙企业(有限合伙)
2015,,,14.88,38.09,-18.55%,1.36亿,288.90%,1.47,,74.4,10.1224,PE；PS,4.61亿,-5.05亿,2.80%,11.80亿,3.58亿,,,张家港悦升科技合伙企业(有限合伙)
2014,,,6.82,46.76,-10.57%,-7192.32万,-443.92%,0.93,,,7.3333,PE；PS,3.96亿,-6.41亿,-4.49%,8.58亿,3.42亿,,,张家港悦升科技合伙企业(有限合伙)
2013,,,4.22,32.77,-7.74%,2091.25万,-41.34%,1.13,,105.5,3.7345,PE；PS,2.75亿,-4.33亿,0.69%,8.35亿,3.81亿,,,张家港悦升科技合伙企业(有限合伙)
2012,,,3.55,35.52,-7.10%,3565.28万,105.12%,1.06,,59.1667,3.3491,PE；PS,2.60亿,-4.54亿,1.18%,7.85亿,3.36亿,,,张家港悦升科技合伙企业(有限合伙)
2011,,,3.53,38.24,0.49%,-6.96亿,-792.61%,0.98,,,3.602,PE；PS,3.63亿,-4.90亿,-21.24%,7.33亿,5.81亿,,,张家港悦升科技合伙企业(有限合伙)
2010,,,9.18,38.05,62.59%,1.00亿,-37.64%,2.4,,48.3158,3.825,PE；PS,5.39亿,2.06亿,3.23%,17.40亿,7.85亿,0.0,,张家港悦升科技合伙企业(有限合伙)
