报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,257.778,1.3553,190.2,20.5893,9.39,51.21%,3.87亿,81.57%,28.63,20.24亿,17.59亿,41.19%,38.81亿,2.52亿
2024,140.844,1.3544,103.99,15.5629,9.05,31.05%,3.34亿,32.69%,26.36,21.69亿,14.57亿,36.88%,35.70亿,1.77亿
2023,164.234,1.3535,121.34,23.7676,6.91,-35.47%,2.52亿,-52.18%,24.62,21.20亿,12.11亿,36.43%,33.32亿,1.42亿
2022,167.214,0.9107,183.61,15.6129,10.71,21.89%,5.26亿,19.95%,34.47,19.69亿,11.07亿,49.16%,31.39亿,1.88亿
2021,140.213,0.6133,228.62,15.9696,8.78,120.96%,4.39亿,120.28%,42.74,17.79亿,7.28亿,49.96%,26.21亿,1.89亿
2020,101.845,0.6119,166.44,25.6537,3.97,56.11%,1.99亿,95.31%,34.89,17.36亿,3.49亿,50.11%,21.35亿,6983.68万
2019,,,,,2.55,16.43%,1.02亿,12.41%,9.33,2.28亿,1.94亿,40.06%,4.28亿,5283.77万
2018,,,,,2.19,47.18%,9072.93万,71.80%,5.61,1.12亿,1.18亿,41.49%,2.36亿,4516.08万
2017,,,,,1.49,32.73%,5281.14万,28.16%,4.22,6407.30万,7168.01万,35.55%,1.77亿,3422.88万
2016,,,,,1.12,False,4120.82万,False,13.95,5316.64万,9955.95万,36.81%,1.40亿,1973.06万
