报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,180.372,28.7674,6.27,68.11,-9.35%,2.67亿,14.56%,5.74,2.6482,69.6667,1.0923,PE；PB,65.84亿,94.50亿,4.29%,195.62亿,10.06亿,0.16,20%: 最新年度营业收入下滑,深圳市人民政府国有资产监督管理委员会
2026-03-31,180.372,28.7674,6.27,68.11,-9.35%,2.67亿,14.56%,5.74,0.6621,69.6667,1.0923,PE；PB,65.84亿,94.50亿,4.29%,195.62亿,10.06亿,0.16,,深圳市人民政府国有资产监督管理委员会
2025,189.865,28.7674,6.6,298.01,5.12%,14.08亿,-3.37%,5.65,0.6371,13.4694,1.1681,PE；PB,76.39亿,91.83亿,5.06%,193.28亿,10.13亿,0.16,,深圳市人民政府国有资产监督管理委员会
2024,198.207,28.7673,6.89,283.48,-8.34%,14.57亿,1.19%,5.33,0.6992,13.5098,1.2927,PE；PB,57.12亿,82.85亿,5.42%,183.65亿,11.01亿,0.16,,深圳市人民政府国有资产监督管理委员会
2023,188.716,28.7677,6.56,309.29,2.88%,14.40亿,17.80%,4.98,0.6102,13.12,1.3173,PE；PB,58.36亿,74.23亿,5.31%,172.72亿,19.48亿,0.13,,深圳市人民政府国有资产监督管理委员会
2022,175.771,28.7677,6.11,300.62,40.38%,12.22亿,-9.72%,4.57,0.5847,14.5476,1.337,PE；PB,33.05亿,63.87亿,4.68%,153.94亿,22.65亿,0.16,,深圳市人民政府国有资产监督管理委员会
2021,232.155,28.7677,8.07,214.15,42.62%,13.54亿,2.46%,4.3,1.0841,17.1702,1.8767,PE；PB,32.26亿,56.76亿,7.19%,140.68亿,13.96亿,0.21000000000000002,,深圳市人民政府国有资产监督管理委员会
2020,184.401,28.7677,6.41,150.15,7.06%,13.21亿,24.92%,4.11,1.2281,13.9348,1.5596,PE；PB,39.81亿,50.47亿,9.20%,124.52亿,3.55亿,0.18,,深圳市人民政府国有资产监督管理委员会
2019,193.916,28.7709,6.74,140.25,10.08%,10.58亿,2.61%,3.83,1.3826,18.2162,1.7598,PE；PB,33.89亿,43.21亿,7.91%,115.66亿,4.66亿,0.15,,深圳市人民政府国有资产监督管理委员会
2018,99.855,22.1409,4.51,127.41,15.22%,10.31亿,16.24%,3.2,0.7837,12.5278,1.4094,PE；PB,30.21亿,37.81亿,8.44%,96.77亿,5.19亿,0.15,,深圳市人民政府国有资产监督管理委员会
2017,,,5.12,110.59,29.97%,8.87亿,14.88%,3.8,,16.5161,1.3474,PE；PB,27.12亿,31.70亿,8.26%,87.91亿,4.58亿,0.10500000000000001,,深圳市人民政府国有资产监督管理委员会
2016,,,5.67,85.09,6.80%,7.72亿,17.03%,3.49,,16.2,1.6246,PE；PB,31.54亿,25.81亿,9.27%,80.60亿,3.69亿,0.1,,深圳市人民政府国有资产监督管理委员会
2015,,,5.61,79.67,-16.40%,6.60亿,-8.52%,3.27,,18.0968,1.7156,PE；PB,30.51亿,20.88亿,7.95%,74.51亿,2.35亿,0.143,,深圳市人民政府国有资产监督管理委员会
2014,,,5.03,95.31,11.15%,7.21亿,2.00%,2.74,,13.9722,1.8358,PE；PB,21.12亿,18.04亿,7.68%,57.67亿,4.32亿,0.143,,深圳市人民政府国有资产监督管理委员会
2013,,,4.72,85.75,-4.39%,7.07亿,33.80%,2.51,,13.1111,1.8805,PE；PB,29.81亿,14.26亿,8.47%,52.58亿,3.07亿,0.136,,深圳市人民政府国有资产监督管理委员会
2012,,,5.6,89.68,10.54%,5.28亿,30.37%,2.12,,20.7407,2.6415,PE；PB,17.56亿,10.53亿,6.07%,44.87亿,4.19亿,0.13,,深圳市人民政府国有资产监督管理委员会
2011,,,4.31,81.12,23.69%,4.05亿,26.64%,2.9,,19.5909,1.4862,PE；PB,29.20亿,7.40亿,5.20%,41.15亿,3.04亿,0.13,,深圳市人民政府国有资产监督管理委员会
2010,,,4.76,65.59,69.73%,3.20亿,18.84%,2.14,,18.3077,2.2243,PE；PB,19.53亿,5.30亿,5.11%,28.71亿,4.70亿,0.1,,深圳市人民政府国有资产监督管理委员会
